"subplot_code"	"yearcol"	"mass.Mg.ha"	"vol.m3.ha"	"input.mass.Mgha"	"input.vol.m3ha"	"type"
"16,05"	2021	0	0	0	0	"downed"
"16,05"	2022	0	0	0	0	"downed"
"16,05"	2023	0	0	0	0	"downed"
"16,05"	2024	1.06727403749767	3.93828058117219	1.06727403749767	3.93828058117219	"downed"
"16,12"	2017	7.2834734216787	40.1536373367038	7.2834734216787	40.1536373367038	"downed"
"16,12"	2018	3.61605780041492	40.636399783229	3.61605780041492	40.636399783229	"downed"
"16,12"	2019	0.769072079075032	3.20885513090418	0.769072079075032	3.20885513090418	"downed"
"16,12"	2020	0.853209854106641	3.40038714131282	0.853209854106641	3.40038714131282	"downed"
"16,12"	2021	0	0	0	0	"downed"
"16,12"	2022	0	0	0	0	"downed"
"16,12"	2023	0	0	0	0	"downed"
"16,12"	2024	0	0	0	0	"downed"
"17,01"	2017	4.40096394139068	12.4437977052329	4.40096394139068	12.4437977052329	"downed"
"17,01"	2018	3.22744637497157	11.8926419844595	3.22744637497157	11.8926419844595	"downed"
"17,01"	2019	4.03637278764499	14.8109606358066	4.03637278764499	14.8109606358066	"downed"
"17,01"	2020	1.95104487329854	7.45779693185753	1.95104487329854	7.45779693185753	"downed"
"17,01"	2021	2.04714093076217	7.55402557476815	2.04714093076217	7.55402557476815	"downed"
"17,01"	2022	5.6378757299555	20.8039694832306	5.6378757299555	20.8039694832306	"downed"
"17,01"	2023	4.21873726459694	15.5672961793245	4.21873726459694	15.5672961793245	"downed"
"17,01"	2024	1.31645648908274	4.85777302244555	1.31645648908274	4.85777302244555	"downed"
"17,08"	2017	0	0	0	0	"downed"
"17,08"	2018	0	0	0	0	"downed"
"17,08"	2019	0	0	0	0	"downed"
"17,08"	2020	0	0	0	0	"downed"
"17,08"	2021	6.88518800668645	25.4065978106511	6.88518800668645	25.4065978106511	"downed"
"17,08"	2022	6.52166372071365	24.0651797812312	6.52166372071365	24.0651797812312	"downed"
"17,08"	2023	6.37459905872155	23.52250575174	6.37459905872155	23.52250575174	"downed"
"17,08"	2024	4.93550510143312	18.2121959462477	4.93550510143312	18.2121959462477	"downed"
"18,10"	2017	0.548522946332891	5.01383614203778	0.548522946332891	5.01383614203778	"downed"
"18,10"	2018	0	0	0	0	"downed"
"18,10"	2019	0	0	0	0	"downed"
"18,10"	2020	0	0	0	0	"downed"
"18,10"	2021	0	0	0	0	"downed"
"18,10"	2022	0	0	0	0	"downed"
"18,10"	2023	0	0	0	0	"downed"
"18,10"	2024	0	0	0	0	"downed"
"18,23"	2017	3.24280014130335	13.4745545148716	3.24280014130335	13.4745545148716	"downed"
"18,23"	2018	3.4242085702217	22.3494878474137	3.4242085702217	22.3494878474137	"downed"
"18,23"	2019	1.2897393512995	5.78883140637644	1.2897393512995	5.78883140637644	"downed"
"18,23"	2020	0.460936218456202	5.74665426881866	0.460936218456202	5.74665426881866	"downed"
"18,23"	2021	0	0	0	0	"downed"
"18,23"	2022	4.24579732956991	15.6671488176011	4.24579732956991	15.6671488176011	"downed"
"18,23"	2023	2.44391043941605	9.01811970264225	2.44391043941605	9.01811970264225	"downed"
"18,23"	2024	2.50208435515717	9.23278359836594	2.50208435515717	9.23278359836594	"downed"
"19,02"	2017	0	0	0	0	"downed"
"19,02"	2018	0	0	0	0	"downed"
"19,02"	2019	2.44574465171582	9.44744749408964	2.44574465171582	9.44744749408964	"downed"
"19,02"	2020	0.351247868967166	5.53808176956127	0.351247868967166	5.53808176956127	"downed"
"19,02"	2021	0	0	0	0	"downed"
"19,02"	2022	0	0	0	0	"downed"
"19,02"	2023	0	0	0	0	"downed"
"19,02"	2024	4.2358300315065	15.6303691199502	4.2358300315065	15.6303691199502	"downed"
"19,06"	2017	4.05205171958679	34.8199643270433	4.05205171958679	34.8199643270433	"downed"
"19,06"	2018	0	0	0	0	"downed"
"19,06"	2019	0	0	0	0	"downed"
"19,06"	2020	0	0	0	0	"downed"
"19,06"	2021	0	0	0	0	"downed"
"19,06"	2022	0	0	0	0	"downed"
"19,06"	2023	0.921504915295773	3.40038714131282	0.921504915295773	3.40038714131282	"downed"
"19,06"	2024	18.5758047407082	68.5454049472626	18.5758047407082	68.5454049472626	"downed"
"19,08"	2017	1.07391166630605	3.4654648453325	1.07391166630605	3.4654648453325	"downed"
"19,08"	2018	0.882731160102719	3.4654648453325	0.882731160102719	3.4654648453325	"downed"
"19,08"	2019	0.898753813873457	3.76594803557504	0.898753813873457	3.76594803557504	"downed"
"19,08"	2020	0	0	0	0	"downed"
"19,08"	2021	0	0	0	0	"downed"
"19,08"	2022	3.80773771405379	14.0506926717852	3.80773771405379	14.0506926717852	"downed"
"19,08"	2023	3.64397730541042	13.4464107210716	3.64397730541042	13.4464107210716	"downed"
