file,code_of_piece,year,notes_new,uniqid,EX,DP,PN,AA,SD,CH,CAIDO,VIVO,bark_present,bark_absent,BUTTRESS
CWD40_2022_fallen.txt,"45,05H.5.1",2022,NA,fallen352,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,03E.8.1",2022,NA,fallen031,,*,,,,,,,,,
CWD40_2022_fallen.txt,"07,01N.7.1",2022,NA,fallen072,,*,,,,,,,,,
CWD40_2022_fallen.txt,"45,05I.6.2",2022,NA,fallen355,,*,,,,,,,,,
CWD40_2022_fallen.txt,"28,16N.6.1",2022,NA,fallen232,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,03E.19.1",2022,NA,fallen177,,*,,,,,,,,,
CWD40_2022_fallen.txt,"45,05I.6.1",2022,NA,fallen354,,*,,,,,,,,,
CWD40_2022_fallen.txt,"46,21N.4.1",2022,Nada,fallen362,,*,,,,,,,,,
CWD40_2022_fallen.txt,"11,15G.5.2",2022,NA,fallen087,,*,,,,,,,,,
CWD40_2022_fallen.txt,"06,06A.7.1",2022,NA,fallen056,,*,,,,,,,,,
CWD40_2022_fallen.txt,"08,06P.9.1",2022,ya no mide sacar de lista,fallen078,,*,,,,,,,,,
CWD40_2022_fallen.txt,"45,05H.6.1",2022,NA,fallen353,,*,,,,,,,,,
CWD40_2022_fallen.txt,"31,16K.8.4",2022,NA,fallen241,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,03D.21.1",2022,se esta descomponiendo,fallen030,,*,,,,,,,,,
CWD40_2022_fallen.txt,"45,05D.5.1",2022,Nada,fallen350,,*,,,,,,,,,
CWD40_2022_fallen.txt,"10,20K.7.1",2022,Quitar de lista,fallen083,,*,,,,,,,,,
CWD40_2022_fallen.txt,"30,23L.7.1",2022,Se estÃ¡  Descomponiendo,fallen239,,*,,,,,,,,,
CWD40_2022_fallen.txt,"34,15K.21.1",2022,NA,fallen270,,*,,,,,,,,,
CWD40_2022_fallen.txt,"49,12G.8.1",2022,Ya no mide sacar de la lista,fallen383,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,17A.19.1",2022,NA,fallen188,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,17B.20.1",2022,NA,fallen189,,*,,,,,,,,,
CWD40_2022_fallen.txt,"31,16B.8.1",2022,NA,fallen242,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,12E.19.1",2022,NA,fallen135,,*,,,,,,,,,
CWD40_2022_fallen.txt,"39,07C.19.1",2022,"Angulo correcto 142 grados, revisar angilo anterior.",fallen295,,*,,,,,,,,,
CWD40_2022_fallen.txt,"28,16N.6.2",2022,NA,fallen233,,*,,,,,,,,,
CWD40_2022_fallen.txt,"26,17G.8.1",2022,NA,fallen222,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,23H.20.3",2022,NA,fallen198,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,16A.20.1",2022,NA,fallen138,,*,,,,,,,,,
CWD40_2022_fallen.txt,"45,05G.5.1",2022,Nada,fallen351,,*,,,,,,,,,
CWD40_2022_fallen.txt,"11,15F.20.1",2022,NA,fallen085,,*,,,,,,,,,
CWD40_2022_fallen.txt,"31,16I.19.2",2022,NA,fallen246,,*,,,,,,,,,
CWD40_2022_fallen.txt,"03,23C.19.1",2022,NA,fallen027,,*,,,,,,,,,
CWD40_2022_fallen.txt,"02,16C.19.1",2022,NA,fallen009,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,16A.8.1",2022,NA,fallen136,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,14N.7.1",2022,NA,fallen102,,*,,,,,,,,,
CWD40_2022_fallen.txt,"34,15P.6.2",2022,NA,fallen277,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,02I.19.1",2022,NA,fallen130,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,23H.20.4",2022,NA,fallen199,,*,,,,,,,,,
CWD40_2022_fallen.txt,"34,04C.19.1",2022,Ya no mide  Sacar de lista,fallen263,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,16O.20.2",2022,NA,fallen147,,*,,,,,,,,,
CWD40_2022_fallen.txt,"22,21L.2.2",2022,NA,fallen174,,*,,,,,,,,,
CWD40_2022_fallen.txt,"06,06E.20.1",2022,NA,fallen058,,*,,,,,,,,,
CWD40_2022_fallen.txt,"43,15D.21.1",2022,NA,fallen323,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,06G.7.1",2022,NA,fallen179,,*,,,,,,,,,
CWD40_2022_fallen.txt,"26,17B.8.1",2022,NA,fallen215,,*,,,,,,,,,
CWD40_2022_fallen.txt,"41,24C.8.1",2022,NA,fallen310,,*,,,,,,,,,
CWD40_2022_fallen.txt,"49,01C.20.1",2022,NA,fallen379,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,03L.8.1",2022,NA,fallen037,,*,,,,,,,,,
CWD40_2022_fallen.txt,"11,15B.20.1",2022,NA,fallen084,,*,,,,,,,,,
CWD40_2022_fallen.txt,"26,17O.8.1",2022,NA,fallen226,,*,,,,,,,,,
CWD40_2022_fallen.txt,"03,23G.22.1",2022,NA,fallen029,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,06D.22.1",2022,Esta rajado,fallen186,,,,*,,,,,,,
CWD40_2022_fallen.txt,"06,09D.19.1",2022,se partio,fallen066,,,,*,,,,,,,
CWD40_2022_fallen.txt,"34,04L.0.1",2022,se partio en dos,fallen268,,,,*,,,,,,,
CWD40_2022_fallen.txt,"22,21A.21.1",2022,la muestra se rajo,fallen167,,,,*,,,,,,,
CWD40_2022_fallen.txt,"41,24I.4.1",2022,Esta rajado,fallen311,,,,*,,,,,,,
CWD40_2022_fallen.txt,"22,21H.20.1",2022,muestra rajada,fallen172,,,,*,,,,,,,
CWD40_2022_fallen.txt,"09,12G.9.1",2022,se estÃ¡ expandiendo,fallen080,,,,*,,,,,,,
CWD40_2022_fallen.txt,"01,21I.8.1",2022,Nada,fallen002,,*,,,,,,,,,
CWD40_2022_fallen.txt,"01,24O.7.1",2022,Nada,fallen003,,*,,,,,,,,,
CWD40_2022_fallen.txt,"01,24G.21.1",2022,No se puede medir. El arbol 8535 cayo sobre esta muestra,fallen004,,,*,,,,,,,,
CWD40_2022_fallen.txt,"02,16C.19.2",2022,Nada,fallen010,,*,,,,,,,,,
CWD40_2022_fallen.txt,"02,16H.20.1",2022,Nada,fallen014,,*,,,,,,,,,
CWD40_2022_fallen.txt,"02,16H.20.2",2022,Solo clavo,fallen015,,*,,,,,,,,,
CWD40_2022_fallen.txt,"02,16I.8.1",2022,Nada,fallen016,,*,,,,,,,,,
CWD40_2022_fallen.txt,"03,23A.19.1",2022,Nada,fallen023,,*,,,,,,,,,
CWD40_2022_fallen.txt,"03,23B.19.1",2022,nada,fallen025,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,20A.19.1",2022,Nada,fallen047,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,20G.19.1",2022,se descompuso solo se encontro el clavo,fallen049,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,20L.20.2",2022,se descompuso,fallen051,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,20P.7.1",2022,se descompuso,fallen053,,*,,,,,,,,,
CWD40_2022_fallen.txt,"05,24B.7.1",2022,Nada,fallen055,,*,,,,,,,,,
CWD40_2022_fallen.txt,"06,06N.8.1",2022,nada sacar de la lista,fallen061,,*,,,,,,,,,
CWD40_2022_fallen.txt,"06,09D.6.1",2022,Nada sacar de lista,fallen064,,*,,,,,,,,,
CWD40_2022_fallen.txt,"07,01K.7.2",2022,Solo clavo,fallen071,,*,,,,,,,,,
CWD40_2022_fallen.txt,"07,20H.19.1",2022,Nada,fallen075,,*,,,,,,,,,
CWD40_2022_fallen.txt,"09,12P.2.1",2022,Nada  Quitar de lista,fallen082,,*,,,,,,,,,
CWD40_2022_fallen.txt,"11,15K.3.1",2022,Nada sacar de lista,fallen089,,*,,,,,,,,,
CWD40_2022_fallen.txt,"12,23L.19.1",2022,Nada,fallen094,,*,,,,,,,,,
CWD40_2022_fallen.txt,"12,23L.19.2",2022,Nada,fallen095,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,14L.7.1",2022,Nada sacar de lista,fallen099,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,14L.7.2",2022,Nada sacar de lista,fallen100,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,24A.19.1",2022,Nada,fallen105,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,24B.19.1",2022,Nada,fallen106,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,24J.8.1",2022,Nada,fallen107,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,24K.8.1",2022,Nada,fallen108,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,24K.6.1",2022,Mada,fallen109,,*,,,,,,,,,
CWD40_2022_fallen.txt,"14,24K.5.1",2022,Nada,fallen111,,*,,,,,,,,,
CWD40_2022_fallen.txt,"15,07C.19.2",2022,Se descompuso,fallen114,,*,,,,,,,,,
CWD40_2022_fallen.txt,"16,12J.7.1",2022,Nada  sacar de lista,fallen117,,*,,,,,,,,,
CWD40_2022_fallen.txt,"17,01A.7.1",2022,Nada,fallen118,,*,,,,,,,,,
CWD40_2022_fallen.txt,"17,01I.7.1",2022,Nada,fallen120,,*,,,,,,,,,
CWD40_2022_fallen.txt,"18,23O.7.1",2022,Nada,fallen127,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,02C.19.1",2022,Nada,fallen129,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,08C.7.1",2022,Se descompuso,fallen131,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,12C.3.1",2022,Nada,fallen134,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,19N.6.1",2022,Nada,fallen143,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,16O.7.1",2022,Nada,fallen144,,*,,,,,,,,,
CWD40_2022_fallen.txt,"19,16O.7.2",2022,Nada,fallen145,,*,,,,,,,,,
CWD40_2022_fallen.txt,"21,15H.8.1",2022,Nada,fallen156,,*,,,,,,,,,
CWD40_2022_fallen.txt,"21,15G.20.1",2022,Nada,fallen158,,*,,,,,,,,,
CWD40_2022_fallen.txt,"21,17K.8.1",2022,Nada,fallen161,,*,,,,,,,,,
CWD40_2022_fallen.txt,"21,17L.8.1",2022,Nada,fallen162,,*,,,,,,,,,
CWD40_2022_fallen.txt,"22,21F.19.1",2022,Nada,fallen169,,*,,,,,,,,,
CWD40_2022_fallen.txt,"22,21F.20.1",2022,solo clavo,fallen170,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,06B.19.1",2022,nada,fallen178,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,06J.19.1",2022,Nada,fallen181,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,06J.19.2",2022,Nada,fallen182,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,06N.19.1",2022,Solo clavo,fallen184,,*,,,,,,,,,
CWD40_2022_fallen.txt,"23,23C.20.1",2022,Solo clavo,fallen193,,*,,,,,,,,,
CWD40_2022_fallen.txt,"24,15K.19.1",2022,solo clavo,fallen208,,*,,,,,,,,,
CWD40_2022_fallen.txt,"26,21C.8.1",2022,nada  Sacar de lista,fallen228,,*,,,,,,,,,
CWD40_2022_fallen.txt,"28,16O.19.1",2022,solo clavo,fallen235,,*,,,,,,,,,
CWD40_2022_fallen.txt,"29,06E.7.1",2022,nada  sacar de lista,fallen236,,*,,,,,,,,,
CWD40_2022_fallen.txt,"31,16K.8.3",2022,Nada,fallen240,,*,,,,,,,,,
CWD40_2022_fallen.txt,"31,16H.19.1",2022,Solo clavo,fallen247,,*,,,,,,,,,
CWD40_2022_fallen.txt,"32,07I.19.1",2022,Solo clavo sacar de lista,fallen255,,*,,,,,,,,,
CWD40_2022_fallen.txt,"34,04D.7.1",2022,nada sacar de lista,fallen264,,*,,,,,,,,,
CWD40_2022_fallen.txt,"34,15P.6.1",2022,se descompuso solo clavo,fallen276,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,04P.3.1",2022,Nada sacar de lista,fallen279,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,13C.8.1",2022,nada  Sacar de lista,fallen285,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,13L.6.1",2022,Solo clavo,fallen286,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,13M.6.1",2022,Solo clavo,fallen287,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,13M.6.3",2022,Solo clavo,fallen288,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,13M.6.4",2022,Solo clavo,fallen289,,*,,,,,,,,,
CWD40_2022_fallen.txt,"36,13M.6.5",2022,Solo clavo,fallen290,,*,,,,,,,,,
CWD40_2022_fallen.txt,"37,17K.7.2",2022,Nada,fallen292,,*,,,,,,,,,
CWD40_2022_fallen.txt,"39,07J.20.2",2022,Nada,fallen300,,*,,,,,,,,,
CWD40_2022_fallen.txt,"39,07J.20.3",2022,Nada,fallen301,,*,,,,,,,,,
CWD40_2022_fallen.txt,"39,07L.7.1",2022,Nada,fallen302,,*,,,,,,,,,
CWD40_2022_fallen.txt,"39,07O.6.1",2022,Nada,fallen308,,*,,,,,,,,,
CWD40_2022_fallen.txt,"40,21G.5.1",2022,Nada,fallen309,,*,,,,,,,,,
CWD40_2022_fallen.txt,"42,12N.6.1",2022,Nada,fallen313,,*,,,,,,,,,
CWD40_2022_fallen.txt,"42,21B.8.1",2022,"la muestra quedo rota y la muestra B 22-1 le cayo encima y la partio, no se puede medir",fallen315,,,*,*,,,,,,,
CWD40_2022_fallen.txt,"44,13D.6.2",2022,Nada,fallen331,,*,,,,,,,,,
CWD40_2022_fallen.txt,"44,18O.19.1",2022,Nada,fallen334,,*,,,,,,,,,
CWD40_2022_fallen.txt,"44,23A.6.1",2022,Solo clavo,fallen340,,*,,,,,,,,,
CWD40_2022_fallen.txt,"44,23H.5.2",2022,Solo clavo,fallen345,,*,,,,,,,,,
CWD40_2022_fallen.txt,"47,05C.19.1",2022,Nada,fallen363,,*,,,,,,,,,
CWD40_2022_fallen.txt,"47,10H.6.1",2022,Solo clavo,fallen365,,*,,,,,,,,,
CWD40_2022_fallen.txt,"47,10L.7.1",2022,Nada,fallen368,,*,,,,,,,,,
CWD40_2022_fallen.txt,"47,17C.7.1",2022,Solo clavo,fallen372,,*,,,,,,,,,
CWD40_2022_fallen.txt,"49,04L.8.1",2022,Nada sacar de lista,fallen382,,*,,,,,,,,,
CWD40_2023_fallen.txt,"11,15O.6.1",2023,Ya no mide,fallen078,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,09E.19.1",2023,se descompuso casi por completo,fallen052,,*,,,,,,,,,
CWD40_2023_fallen.txt,"02,16A.6.1",2023,NA,fallen001,,*,,,,,,,,,
CWD40_2023_fallen.txt,"15,07D.9.1",2023,NA,fallen103,,*,,,,,,,,,
CWD40_2023_fallen.txt,"39,07B.4.1",2023,NA,fallen257,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,06O.22.1",2023,NA,fallen050,,*,,,,,,,,,
CWD40_2023_fallen.txt,"49,01C.20.1",2023,NA,fallen334,,*,,,,,,,,,
CWD40_2023_fallen.txt,"42,12P.9.1",2023,NA,fallen272,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,06G.7.1",2023,NA,fallen158,,*,,,,,,,,,
CWD40_2023_fallen.txt,"39,07D.22.1",2023,NA,fallen260,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,06I.5.1",2023,Ya no mide sacar de lista,fallen048,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,09G.8.2",2023,NA,fallen054,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,23H.20.4",2023,Ya no mide sacar de lista,fallen175,,*,,,,,,,,,
CWD40_2023_fallen.txt,"32,07O.7.1",2023,NA,fallen229,,*,,,,,,,,,
CWD40_2023_fallen.txt,"11,15F.20.1",2023,Ya no mide sacar de lista,fallen075,,*,,,,,,,,,
CWD40_2023_fallen.txt,"34,04C.19.1",2023,Ya no mide sacar de lista,fallen238,,*,,,,,,,,,
CWD40_2023_fallen.txt,"49,01J.19.1",2023,Muestra movida por lianas que cayeron encima,fallen335,,*,,,,,,,,,
CWD40_2023_fallen.txt,"31,16I.19.2",2023,NA,fallen212,,*,,,,,,,,,
CWD40_2023_fallen.txt,"14,14N.7.1",2023,Ya no mide sacar de lista,fallen093,,*,,,,,,,,,
CWD40_2023_fallen.txt,"49,01P.9.1",2023,NA,fallen336,,*,,,,,,,,,
CWD40_2023_fallen.txt,"34,15M.0.2",2023,NA,fallen248,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,06E.20.1",2023,Ya no mide sacar de lista,fallen046,,*,,,,,,,,,
CWD40_2023_fallen.txt,"24,15J.22.1",2023,NA,fallen180,,*,,,,,,,,,
CWD40_2023_fallen.txt,"08,06N.21.1",2023,Se corriguio branchfall es 1,fallen066,,*,,,,,,,,,
CWD40_2023_fallen.txt,"21,08D.21.1",2023,NA,fallen137,,*,,,,,,,,,
CWD40_2023_fallen.txt,"24,15B.19.1",2023,NA,fallen179,,*,,,,,,,,,
CWD40_2023_fallen.txt,"39,07D.22.1",2023,NA,fallen259,,*,,,,,,,,,
CWD40_2023_fallen.txt,"47,17A.22.1",2023,NA,fallen325,,*,,,,,,,,,
CWD40_2023_fallen.txt,"24,09O.20.1",2023,NA,fallen178,,*,,,,,,,,,
CWD40_2023_fallen.txt,"22,21H.20.1",2023,NA,fallen150,,*,,,,,,,,,
CWD40_2023_fallen.txt,"19,16O.20.1",2023,NA,fallen128,,*,,,,,,,,,
CWD40_2023_fallen.txt,"49,21G.20.1",2023,NA,fallen343,,*,,,,,,,,,
CWD40_2023_fallen.txt,"42,21A.8.1",2023,NA,fallen275,,*,,,,,,,,,
CWD40_2023_fallen.txt,"21,17O.20.1",2023,se esta abriendo la muestra,fallen142,,,,*,,,,,,,
CWD40_2023_fallen.txt,"01,21M.0.1",2023,No se pude medir cross section highs porque el Ã¡rbol se pegÃ³ al suelo,fallen002,,,*,,,,,,,,
CWD40_2023_fallen.txt,"03,23B.20.1",2023,"La muestra perdiÃ³ parte de abajo, por lo que ahora estÃ¡ en el aire",fallen018,,,,*,,,,,,,
CWD40_2023_fallen.txt,"43,10B.9.1",2023,Muestra rajada,fallen278,,,,*,,,,,,,
CWD40_2023_fallen.txt,"01,24G.21.1",2023,Nada. Se descompuso,fallen003,,*,,,,,,,,,
CWD40_2023_fallen.txt,"02,16C.20.1",2023,Nada se descompuso,fallen007,,*,,,,,,,,,
CWD40_2023_fallen.txt,"02,16C.19.1",2023,Nada,fallen008,,*,,,,,,,,,
CWD40_2023_fallen.txt,"03,23C.19.1",2023,Nada,fallen019,,*,,,,,,,,,
CWD40_2023_fallen.txt,"03,23G.22.1",2023,Nada,fallen021,,*,,,,,,,,,
CWD40_2023_fallen.txt,"05,03D.21.1",2023,Nada,fallen023,,*,,,,,,,,,
CWD40_2023_fallen.txt,"05,20M.21.1",2023,solo clavo,fallen042,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,06A.7.1",2023,Ya no mide sacar de lista,fallen044,,*,,,,,,,,,
CWD40_2023_fallen.txt,"06,06H.7.1",2023,Solo clavo,fallen047,,*,,,,,,,,,
CWD40_2023_fallen.txt,"11,15B.20.1",2023,Se descompuso sacar de lista,fallen074,,*,,,,,,,,,
CWD40_2023_fallen.txt,"11,15G.5.1",2023,se descompuso sacar de lista,fallen076,,*,,,,,,,,,
CWD40_2023_fallen.txt,"11,15G.5.2",2023,se descompuso sacar de lista,fallen077,,*,,,,,,,,,
CWD40_2023_fallen.txt,"18,23O.22.1",2023,Se descompuso solo clavo,fallen113,,*,,,,,,,,,
CWD40_2023_fallen.txt,"19,16A.20.1",2023,Nada,fallen123,,*,,,,,,,,,
CWD40_2023_fallen.txt,"19,16K.21.1",2023,se descompuso no hay nada,fallen127,,*,,,,,,,,,
CWD40_2023_fallen.txt,"19,19C.9.1",2023,Solo clavo sacar de lista,fallen131,,*,,,,,,,,,
CWD40_2023_fallen.txt,"22,19J.20.1",2023,Nada solo clavo sacar de lista,fallen144,,*,,,,,,,,,
CWD40_2023_fallen.txt,"22,21F.20.1",2023,Se descompuso sacar de lista,fallen148,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,06D.22.1",2023,Nada,fallen156,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,06E.22.1",2023,Nada,fallen157,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,17B.20.1",2023,Se descompuso,fallen163,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,23H.20.1",2023,nada sacar de lista,fallen172,,*,,,,,,,,,
CWD40_2023_fallen.txt,"23,23H.20.3",2023,Solo clavo sacar de lista,fallen174,,*,,,,,,,,,
CWD40_2023_fallen.txt,"26,17B.8.1",2023,Solo clavo,fallen186,,*,,,,,,,,,
CWD40_2023_fallen.txt,"26,17E.20.1",2023,Nada se descompuso,fallen191,,*,,,,,,,,,
CWD40_2023_fallen.txt,"26,17E.20.2",2023,Nada se descompuso,fallen192,,*,,,,,,,,,
CWD40_2023_fallen.txt,"26,17G.8.1",2023,No mide sacar de lista,fallen194,,*,,,,,,,,,
CWD40_2023_fallen.txt,"28,16N.6.1",2023,No mide sacar de lista sÃ³lo clavo,fallen202,,*,,,,,,,,,
CWD40_2023_fallen.txt,"28,16N.6.2",2023,no mide sacar de lista,fallen203,,*,,,,,,,,,
CWD40_2023_fallen.txt,"28,16N.7.1",2023,Solo clavo,fallen204,,*,,,,,,,,,
CWD40_2023_fallen.txt,"30,23L.7.1",2023,Nada sacar de lista,fallen208,,*,,,,,,,,,
CWD40_2023_fallen.txt,"32,07B.8.1",2023,"No encontrado, todo quedÃ³ bajo el Ceiba",fallen220,,*,,,,,,,,,
CWD40_2023_fallen.txt,"32,07C.19.1",2023,Nada,fallen223,,*,,,,,,,,,
CWD40_2023_fallen.txt,"32,07O.19.1",2023,"No encontrado, todo quedÃ³ bajo el Ceiba",fallen230,,*,,,,,,,,,
CWD40_2023_fallen.txt,"32,07O.19.2",2023,"No encontrado, todo quedÃ³ bajo el Ceiba",fallen231,,*,,,,,,,,,
CWD40_2023_fallen.txt,"33,12J.9.3",2023,"solo clavo, se descompuso",fallen236,,*,,,,,,,,,
CWD40_2023_fallen.txt,"34,15K.21.2",2023,Solo clavo,fallen244,,*,,,,,,,,,
CWD40_2023_fallen.txt,"34,15L.21.1",2023,"Nada, se descompuso",fallen245,,*,,,,,,,,,
CWD40_2023_fallen.txt,"34,15M.21.1",2023,Solo clavo,fallen247,,*,,,,,,,,,
CWD40_2023_fallen.txt,"37,17J.21.1",2023,Se descompuso,fallen256,,*,,,,,,,,,
CWD40_2023_fallen.txt,"39,07I.21.1",2023,se descompuso,fallen261,,*,,,,,,,,,
CWD40_2023_fallen.txt,"42,21B.8.1",2023,"la muestra quedo rota y la muestra B 22-1 le cayo encima y la partio, no se puede medir",fallen276,,,*,,,,,,,,
CWD40_2023_fallen.txt,"43,15D.21.2",2023,solo clavo,fallen280,,*,,,,,,,,,
CWD40_2023_fallen.txt,"43,15D.21.1",2023,Nada,fallen281,,*,,,,,,,,,
CWD40_2023_fallen.txt,"44,13G.21.1",2023,Solo clavo,fallen288,,*,,,,,,,,,
CWD40_2023_fallen.txt,"44,23I.6.2",2023,se descompuso,fallen302,,*,,,,,,,,,
CWD40_2023_fallen.txt,"45,05J.6.1",2023,solo clavo,fallen309,,*,,,,,,,,,
CWD40_2023_fallen.txt,"47,10F.8.1",2023,no se encontrÃ³ nada sacar de lista,fallen322,,*,,,,,,,,,
CWD40_2023_fallen.txt,"47,17F.8.1",2023,Solo clavo se descompuso,fallen329,,*,,,,,,,,,
CWD40_2023_fallen.txt,"49,21J.4.2",2023,Nada sacar de lista,fallen344,,*,,,,,,,,,
CWD40_2024_fallen.txt,"47,17A.22.1",2024,NA,fallen283,,*,,,,,,,,,
CWD40_2024_fallen.txt,"03,23A.21.1",2024,NA,fallen014,,*,,,,,,,,,
CWD40_2024_fallen.txt,"44,23H.5.1",2024,NA,fallen263,,*,,,,,,,,,
CWD40_2024_fallen.txt,"31,16L.21.1",2024,NA,fallen181,,*,,,,,,,,,
CWD40_2024_fallen.txt,"31,21G.21.1",2024,NA,fallen182,,*,,,,,,,,,
CWD40_2024_fallen.txt,"39,07D.22.1",2024,NA,fallen226,,*,,,,,,,,,
CWD40_2024_fallen.txt,"05,03M.8.2",2024,NA,fallen025,,*,,,,,,,,,
CWD40_2024_fallen.txt,"24,15K.19.2",2024,NA,fallen159,,*,,,,,,,,,
CWD40_2024_fallen.txt,"32,07C.23.2",2024,NA,fallen190,,*,,,,,,,,,
CWD40_2024_fallen.txt,"15,07C.19.1",2024,NA,fallen085,,*,,,,,,,,,
CWD40_2024_fallen.txt,"49,24B.20.1",2024,NA,fallen302,,*,,,,,,,,,
CWD40_2024_fallen.txt,"17,08D.21.1",2024,NA,fallen092,,*,,,,,,,,,
CWD40_2024_fallen.txt,"19,16A.8.3",2024,NA,fallen106,,*,,,,,,,,,
CWD40_2024_fallen.txt,"19,16O.20.1",2024,NA,fallen110,,*,,,,,,,,,
CWD40_2024_fallen.txt,"34,15M.0.2",2024,NA,fallen215,,*,,,,,,,,,
CWD40_2024_fallen.txt,"44,23I.6.1",2024,NA,fallen264,,*,,,,,,,,,
CWD40_2024_fallen.txt,"10,20H.23.1",2024,NA,fallen058,,*,,,,,,,,,
CWD40_2024_fallen.txt,"05,03L.8.2",2024,NA,fallen020,,*,,,,,,,,,
CWD40_2024_fallen.txt,"11,15P.22.1",2024,NA,fallen067,,*,,,,,,,,,
CWD40_2024_fallen.txt,"22,21H.20.1",2024,NA,fallen133,,*,,,,,,,,,
CWD40_2024_fallen.txt,"44,07C.20.1",2024,NA,fallen247,,*,,,,,,,,,
CWD40_2024_fallen.txt,"49,01J.19.1",2024,NA,fallen292,,*,,,,,,,,,
CWD40_2024_fallen.txt,"29,13L.19.1",2024,NA,fallen175,,*,,,,,,,,,
CWD40_2024_fallen.txt,"19,16I.19.2",2024,NA,fallen108,,*,,,,,,,,,
CWD40_2024_fallen.txt,"22,21A.24.1",2024,NA,fallen130,,*,,,,,,,,,
CWD40_2024_fallen.txt,"26,17B.8.4",2024,NA,fallen164,,*,,,,,,,,,
CWD40_2024_fallen.txt,"39,07J.20.1",2024,NA,fallen229,,*,,,,,,,,,
CWD40_2024_fallen.txt,"02,16E.9.1",2024,NA,fallen008,,*,,,,,,,,,
CWD40_2024_fallen.txt,"06,09G.21.1",2024,NA,fallen042,,*,,,,,,,,,
CWD40_2024_fallen.txt,"49,01P.9.1",2024,NA,fallen293,,*,,,,,,,,,
CWD40_2024_fallen.txt,"11,15J.23.3",2024,NA,fallen065,,*,,,,,,,,,
CWD40_2024_fallen.txt,"23,17A.19.1",2024,NA,fallen141,,*,,,,,,,,,
CWD40_2024_fallen.txt,"49,17D.22.2",2024,NA,fallen300,,*,,,,,,,,,
CWD40_2024_fallen.txt,"14,14N.7.2",2024,Muestra rajada,fallen080,,,,*,,,,,,,
CWD40_2024_fallen.txt,"11,15A.22.1",2024,Muestra rajada,fallen059,,,,*,,,,,,,
CWD40_2024_fallen.txt,"49,04F.24.1",2024,Esta rajado,fallen295,,,,*,,,,,,,
CWD40_2024_fallen.txt,"23,23B.22.1",2024,Esta rajado,fallen145,,,,*,,,,,,,
CWD40_2024_fallen.txt,"32,07B.23.3",2024,Esta rajado,fallen188,,,,*,,,,,,,
CWD40_2024_fallen.txt,"36,04H.22.1",2024,se estÃ¡ expandiendo,fallen219,,,,*,,,,,,,
