month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	penetration.200mm	penetration.200mm.1	branchfall	tag	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	uniqid
2	14	26,21	P	3-1	721	677	24	NA	1	No tag	Sin corteza. Se corrigió es TT no RR  y TC no TS. Es el mismo que A3-2	NA	NA	*	*	NA	NA	NA	*	2017	fallen199
2	10	28,16	D	7-1	NA	203	46	NA	0	9863	Hura	NA	*	NA	NA	NA	*	*	NA	2017	fallen200
2	10	28,16	E	7-1	NA	227	80	NA	0	3858	NA	NA	*	NA	*	NA	NA	NA	*	2017	fallen201
2	10	28,16	G	7-1	NA	293	141	NA	1	3859	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen202
2	10	28,16	G	7-2	NA	540	41	NA	1	3858	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen203
2	10	28,16	N	6-1	254	246	30	NA	0	3761	el árbol perdió la mitad de la copa	NA	*	NA	NA	NA	*	NA	*	2017	fallen204
2	10	28,16	N	6-2	303	307	39	NA	0	3761	NA	NA	*	NA	NA	NA	*	NA	*	2017	fallen205
2	10	28,16	N	7-1	NA	427	27	NA	0	3761	NA	NA	*	NA	NA	NA	*	NA	*	2017	fallen206
2	10	28,16	N	7-2	NA	201	30	NA	0	3761	NA	NA	*	NA	NA	NA	*	NA	*	2017	fallen207
2	10	28,16	O	6-1	285	298	96	NA	0	3761	NA	NA	*	NA	NA	NA	*	NA	*	2017	fallen208
2	9	29,06	E	3-3	196	NA	NA	NA	0	3601	se descompuso	*	NA	NA	NA	*	NA	*	NA	2017	fallen209
2	9	29,06	F	3-1	661	525	NA	14	1	3601	es el mismo arbol	NA	NA	*	NA	*	NA	NA	*	2017	fallen210
2	9	29,06	F	3-2	186	138	NA	NA	0	3601	es el mismo arbol	NA	*	NA	NA	*	NA	*	NA	2017	fallen211
2	9	29,06	O	5-1	196	NA	NA	NA	0	3608	se descompuso	NA	*	NA	*	NA	NA	NA	*	2017	fallen212
2	9	29,06	E	7-1	228	NA	17	NA	1	3681	con corteza rama de tronco de pie	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen213
2	14	30,23	H	2-1	205	NA	NA	NA	0	no tag	Se descompuso solo quedan pequeños restos sueltos	NA	*	NA	NA	NA	*	NA	*	2017	fallen214
2	14	30,23	L	7-1	NA	403	47	NA	2	3468	NA	NA	NA	*	NA	NA	*	NA	*	2017	fallen215
2	15	31,16	D	9-1	779	722	120	NA	1	no tag	tronco,tronco de tronco caido	NA	NA	*	*	NA	NA	NA	*	2017	fallen216
2	20	32,07	O	7-1	NA	229	21	NA	0	2995	NA	*	NA	NA	NA	NA	*	*	NA	2017	fallen217
2	16	33,12	G	2-1	954	963	57	NA	1	no tag	es el que estaba parado en F 9-1.Se esta rajando	NA	NA	*	*	NA	NA	NA	*	2017	fallen218
2	16	33,12	H	6-1	332	162	NA	NA	0	no tag	tiene banda de metal. Está en el 31,13 en el 4,4	*	NA	NA	*	NA	NA	*	NA	2017	fallen219
2	16	33,12	J	9-1	800	733	NA	27	0	NA	es el mismo que J9-2	*	NA	NA	*	NA	NA	NA	*	2017	fallen220
2	16	33,12	J	9-3	365	342	53	NA	0	NA	el mismo que J9-1	*	NA	NA	*	NA	NA	NA	*	2017	fallen221
2	14	33,21	O	3-1	405	459	NA	1	1	2805	NA	NA	NA	*	NA	*	NA	NA	*	2017	fallen222
2	20	34,04	D	NA	NA	537	22	NA	1	2919	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen223
2	20	34,04	E	7-1	NA	971	21	NA	1	2919	la muestra está rajada	NA	NA	*	*	NA	NA	*	NA	2017	fallen224
2	20	34,04	L	0-1	346	355	195	NA	0	NA	no se sabe de que arbol es esta muestra	*	NA	NA	NA	NA	NA	NA	*	2017	fallen225
2	20	34,04	L	6-1	317	327	105	NA	1	2614	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen226
2	20	34,04	L	7-1	NA	260	NA	6	0	2609	NA	NA	*	NA	NA	NA	*	NA	*	2017	fallen227
2	15	34,15	M	0-2	334	341	43	NA	0	no tag	rama de tronco caido sin corteza	*	NA	NA	*	NA	NA	NA	*	2017	fallen228
2	15	34,15	P	6-1	280	278	35	NA	0	2677	rama de tronco de pie con corteza	*	NA	NA	NA	*	NA	*	NA	2017	fallen229
2	15	34,15	P	6-2	310	312	32	NA	0	2677	rama de tronco de pie con corteza	*	NA	NA	NA	*	NA	*	NA	2017	fallen230
2	20	36,04	O	6-1	238	139	NA	NA	1	2272	Perdió una parte	NA	NA	NA	NA	NA	NA	NA	*	2017	fallen231
2	20	36,04	P	3-1	257	264	156	NA	1	2272	corteza	NA	NA	*	NA	*	NA	NA	*	2017	fallen232
2	20	36,10	B	5-1	870	858	57	2	1	2309	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen233
2	15	36,13	A	5-1	570	563	NA	10	1	no tag	TAB2AR. El mismo que C 5-1	tronco tronco sin corteza	NA	*	*	NA	NA	NA	*	2017	fallen234
2	15	36,13	B	5-1	412	365	NA	11	1	no tag	TAB2AR. El mismo que A 5-1. Corrección está en B y no en C	tronco tronco sin corteza	NA	*	*	NA	NA	NA	*	2017	fallen235
2	15	36,13	B	5-2	250	110	NA	NA	0	no tag	TAB2AR. El mismo que A 5-1. Corrección es 5-2 no 5-1. Corrección está en B y no en C	tronco tronco sin corteza	*	NA	*	NA	NA	NA	*	2017	fallen236
2	15	36,13	D	5-1	190	NA	NA	NA	1	no tag	se descompuso	NA	NA	*	NA	NA	*	NA	*	2017	fallen237
2	15	36,13	L	6-1	2408	3107	160	NA	1	no tag	el árbol está en 36,13 en 4,4	tronco de árbol de pie con corteza	NA	*	*	NA	NA	*	NA	2017	fallen238
2	15	36,13	M	2-5	158	NA	NA	NA	0	NA	.se está aplastando. Las muestras nuevas de 2016 lo rompieron	nada	NA	NA	NA	NA	NA	NA	NA	2017	fallen239
2	15	36,13	M	6-1	540	577	75	NA	0	2347	rama sin corteza	*	NA	NA	NA	*	NA	NA	*	2017	fallen240
2	15	36,13	M	6-2	251	247	56	NA	0	2347	rama de tronco con corteza	NA	*	NA	NA	*	NA	*	NA	2017	fallen241
2	15	36,13	M	6-3	388	389	39	NA	0	2347	rama de tronco sin corteza	*	NA	NA	NA	*	NA	*	NA	2017	fallen242
2	15	36,13	M	6-4	305	283	25	NA	0	2347	rama de tronco sin corteza	*	NA	NA	NA	*	NA	*	NA	2017	fallen243
2	15	36,13	M	6-5	329	307	23	NA	0	2347	rama de tronco sin corteza	*	NA	NA	NA	*	NA	NA	*	2017	fallen244
2	14	37,17	B	2-1	235	171	NA	NA	0	NA	es el mismo B 2- 2	NA	*	NA	*	NA	NA	NA	*	2017	fallen245
2	14	37,17	G	NA	566	500	NA	6	1	no tag	es el mismo que H6-1	NA	NA	*	*	NA	NA	NA	*	2017	fallen246
2	14	37,17	H	6-1	224	255	53	NA	0	no tag	es el mismo que G6-1	*	NA	NA	*	NA	NA	*	NA	2017	fallen247
2	14	37,17	K	7-1	NA	202	45	NA	1	77881	NA	NA	NA	*	NA	NA	*	*	NA	2017	fallen248
2	14	37,17	K	7-2	NA	298	154	NA	1	2371	NA	NA	NA	*	NA	*	NA	NA	*	2017	fallen249
2	14	37,17	O	2-1	298	140	NA	NA	1	no tag	le cayo O 5-1 encima. Es el mismo que O2-2	NA	NA	*	*	NA	NA	NA	*	2017	fallen250
2	14	37,17	O	5-1	389	252	183	NA	1	2144	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen251
2	20	38,11	M	6-1	202	172	NA	NA	1	1996	con corteza	NA	NA	*	NA	NA	*	NA	*	2017	fallen252
2	20	39,07	A	4-1	271	261	71	NA	1	1964	es el mismo arbol que B 4-2	NA	NA	*	*	NA	NA	*	NA	2017	fallen253
2	20	39,07	B	4-1	216	211	53	NA	1	no tag	tiene banda de metal	NA	NA	*	*	NA	NA	*	NA	2017	fallen254
2	20	39,07	B	4-2	277	274	NA	7	1	1964	es el mismo arbol que A 4-1	NA	NA	*	*	NA	NA	*	NA	2017	fallen255
2	20	39,07	B	6-1	222	193	NA	NA	1	NA	es el mismo que O6-1. Zantoxylum	NA	NA	*	*	NA	NA	NA	*	2017	fallen256
2	20	39,07	K	4-1	383	308	NA	10	0	1869	el año pasado teina muchas lianas encima por lo que el dbh no fue bueno	*	NA	NA	NA	*	NA	NA	*	2017	fallen257
2	20	39,07	L	4-1	306	290	116	NA	0	1869	NA	*	NA	NA	*	*	NA	NA	*	2017	fallen258
2	20	39,07	L	4-2	268	252	191	NA	0	1869	NA	*	NA	NA	*	NA	NA	NA	*	2017	fallen259
2	20	39,07	L	4-3	230	232	NA	2	0	1869	esta muestra estaba suspendida en el aire, se rompió y cayo, ahora está en P	NA	*	NA	*	NA	NA	NA	*	2017	fallen260
2	20	39,07	L	4-4	242	153	NA	NA	0	1869	esta arriba suspendido en el aire	*	NA	NA	*	NA	NA	NA	*	2017	fallen261
2	20	39,07	L	7-1	NA	600	85	NA	1	1869	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen262
2	20	39,07	O	6-1	295	290	101	NA	1	no tag	es un Zantoxylum	NA	NA	*	*	NA	NA	*	NA	2017	fallen263
2	20	39,07	N	7-1	NA	211	NA	10	0	1869	NA	NA	*	NA	*	NA	NA	NA	*	2017	fallen264
2	24	40,21	B	9-2	663	283	31	NA	1	no tag	esta aplastado. Parte de la muestra se rompió y esta movida de posicion	NA	NA	*	*	NA	NA	NA	*	2017	fallen265
2	24	40,21	G	5-1	213	209	53	NA	1	64279	con corteza	NA	NA	*	*	NA	NA	*	NA	2017	fallen266
2	24	41,24	D	4-1	267	203	88	NA	1	58825	NA	NA	NA	*	NA	NA	*	NA	*	2017	fallen267
2	24	41,24	G	5-1	838	NA	NA	NA	1	1749	se descompuso	NA	NA	*	*	NA	NA	NA	*	2017	fallen268
2	24	41,24	I	4-1	943	903	29	NA	1	1749	esta en la interseccion con H y J tambien	NA	NA	*	*	NA	NA	NA	*	2017	fallen269
2	24	41,24	N	4-1	313	224	NA	6	1	54559	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen270
2	22	42,12	A	9-1	257	218	27	NA	0	no tag	es el mismo. Esta en el 41,10 en el 2,2 al lado del árbol 1478	NA	*	NA	*	NA	NA	NA	*	2017	fallen271
2	22	42,12	A	9-2	626	550	81	NA	1	no tag	es el mismo	NA	NA	*	*	NA	NA	NA	*	2017	fallen272
2	22	42,12	M	9-1	242	273	116	NA	1	NA	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen273
2	22	42,12	O	6-1	522	528	83	NA	1	NA	es el mismo que está en 44,13 con la pregunta del ficus con la fotografia	NA	NA	*	*	NA	NA	*	NA	2017	fallen274
2	22	42,12	P	NA	248	242	26	NA	0	no tag	es el mismo	NA	*	NA	*	NA	NA	NA	*	2017	fallen275
2	24	42,21	I	3-1	287	265	NA	11	1	no tag	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen276
2	24	42,21	J	6-1	220	232	52	NA	1	1339	NA	NA	NA	*	NA	*	NA	*	NA	2017	fallen277
2	22	43,10	B	9-1	581	571	19	NA	1	no tag	esta aplastado	NA	NA	*	*	NA	NA	NA	*	2017	fallen278
2	22	43,10	I	0-1	219	212	21	NA	0	1246	Dypterix	NA	*	NA	NA	NA	*	NA	*	2017	fallen279
2	22	43,10	L	4-1	248	210	NA	13	0	901	rama de arbol caido	*	NA	NA	*	NA	NA	NA	*	2017	fallen280
2	23	43,15	B	5-1	212	203	35	NA	0	1081	sin hojas. Revizar el año pasado porque es TT TV MC	NA	NA	*	NA	NA	*	NA	*	2017	fallen281
2	22	44,07	G	9-2	1389	1285	131	NA	1	NA	sin corteza	NA	NA	*	*	NA	NA	NA	*	2017	fallen282
2	22	44,07	J	9-1	1035	1086	27	NA	0	NA	sin corteza	*	NA	NA	*	NA	NA	NA	*	2017	fallen283
2	22	44,07	N	9-1	371	380	13	NA	1	no tag	tronco, tronco sin corteza	NA	NA	*	*	NA	NA	*	NA	2017	fallen284
2	22	44,13	B	9-1	295	287	25	NA	0	no tag	NA	*	NA	NA	*	NA	NA	NA	*	2017	fallen285
2	22	44,13	D	6-1	296	286	97	NA	1	no tag	es el mismo que D6-3. Es Ficus	NA	NA	*	*	NA	NA	NA	*	2017	fallen286
2	22	44,13	D	6-2	928	960	194	NA	1	1094	se está aplastando	NA	NA	*	*	NA	NA	*	NA	2017	fallen287
2	22	44,13	D	6-3	288	273	116	NA	1	NA	es el mismo que D6-1. Es Ficus	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen288
2	22	44,13	J	9-1	576	560	57	NA	1	no tag	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen289
2	22	44,13	L	5-1	235	NA	NA	NA	1	920	No se encontró la muestra	NA	NA	NA	NA	NA	NA	NA	*	2017	fallen290
2	22	44,13	N	2-1	NA	NA	NA	NA	NA	NA	No se encontro la muestra	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen291
3	2	44,23	A	9-1	437	447	12	NA	0	no tag	se rajo. Es el mismo que A 9-2	NA	*	NA	*	NA	NA	NA	*	2017	fallen292
3	2	44,23	A	9-2	247	245	11	NA	0	no tag	es el mismo que A 9-1	NA	*	NA	*	NA	NA	NA	*	2017	fallen293
3	2	44,23	A	6-1	215	215	34	NA	1	no tag	correguir en censo anterior es TC y no Ts	NA	NA	*	*	NA	NA	*	NA	2017	fallen294
3	2	44,23	A	6-2	480	473	69	NA	1	no tag	NA	NA	NA	*	NA	*	NA	NA	*	2017	fallen295
3	2	44,23	C	9-1	495	482	33	NA	1	no tag	es el mismo que F 9-1	NA	NA	*	*	NA	NA	NA	*	2017	fallen296
3	2	44,23	C	6-1	293	265	142	NA	1	43469	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen297
3	2	44,23	F	9-1	510	513	20	NA	1	no tag	es el mismo que C 9-1. Revizar medida de diam en censo anterior	NA	NA	*	*	NA	NA	NA	*	2017	fallen298
3	2	44,23	F	6-1	327	302	151	NA	1	43469	correguir es TC y no T S	NA	NA	*	*	NA	NA	*	NA	2017	fallen299
3	2	44,23	G	5-1	222	222	51	NA	0	1005	rama no toca el suelo	NA	*	NA	*	NA	NA	*	NA	2017	fallen300
3	2	44,23	H	5-1	530	549	91	NA	1	1005	correcion, está en H y no en I	NA	NA	*	*	NA	NA	*	NA	2017	fallen301
3	2	44,23	H	5-2	332	306	100	NA	1	1004	Correccion, está en H y no en I. Es Tc y no Ts	NA	NA	*	*	NA	NA	NA	*	2017	fallen302
3	2	44,23	I	6-1	532	524	45	NA	1	1005	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen303
3	2	44,23	I	6-2	298	275	95	NA	1	1004	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen304
3	2	44,23	K	3-1	500	495	33	NA	1	983	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen305
3	2	44,23	N	3-1	391	394	38	NA	1	983	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen306
3	2	44,23	N	4-1	227	136	NA	NA	0	NA	NA	NA	*	NA	*	NA	NA	NA	*	2017	fallen307
3	2	44,23	N	6-1	288	87	NA	NA	1	39119	se descompuso donde pasa el transecto. Solo restos	NA	NA	*	*	NA	NA	NA	*	2017	fallen308
3	2	44,23	N	7-1	NA	243	NA	7	1	No tag	tenia banda de metal	NA	NA	*	*	NA	NA	NA	*	2017	fallen309
2	21	45,05	B	3-1	257	NA	NA	NA	0	14995	Se descompuso	NA	*	NA	NA	*	NA	NA	*	2017	fallen310
2	21	45,05	D	5-1	362	355	31	NA	1	no tag	tiene banda plastica	NA	NA	*	*	NA	NA	NA	*	2017	fallen311
2	21	45,05	G	5-1	369	342	100	NA	1	no tag	es el mismo que H 5-1.	NA	NA	*	*	NA	NA	*	NA	2017	fallen312
2	21	45,05	H	5-1	333	301	91	NA	1	no tag	es el mismo que G 5-1	NA	NA	*	*	NA	NA	NA	*	2017	fallen313
2	21	45,05	H	6-1	286	281	42	NA	0	870	NA	*	NA	NA	*	NA	NA	NA	*	2017	fallen314
2	21	45,05	I	6-1	328	340	62	NA	0	870	NA	*	NA	NA	*	NA	NA	*	NA	2017	fallen315
2	21	45,05	I	6-2	264	263	60	NA	0	870	NA	*	NA	NA	NA	*	NA	*	NA	2017	fallen316
2	21	45,05	I	6-3	249	248	48	NA	0	870	NA	*	NA	NA	NA	*	NA	*	NA	2017	fallen317
2	21	45,05	J	5-1	251	223	40	NA	1	30985	NA	NA	NA	*	NA	*	NA	*	NA	2017	fallen318
2	21	45,05	J	6-1	278	298	95	NA	0	870	NA	*	NA	NA	NA	*	NA	NA	*	2017	fallen319
2	21	45,05	J	6-2	411	301	NA	12	0	870	estaba rajado anteriormente	*	NA	NA	NA	*	NA	*	NA	2017	fallen320
2	21	45,05	L	4-1	245	NA	NA	NA	0	800	La muestra no se encontró porque quedo debajo de la muestra L7-1	NA	*	NA	*	NA	NA	*	NA	2017	fallen321
2	21	45,05	L	7-1	NA	643	34	NA	1	796	NA	NA	NA	*	NA	*	NA	NA	*	2017	fallen322
2	21	46,01	D	6-1	1235	968	194	NA	1	832	NA	NA	NA	*	*	NA	NA	NA	*	2017	fallen323
2	21	46,01	L	9-1	365	363	21	NA	1	no tag	tronco sin ramas. TT	NA	NA	*	*	NA	NA	NA	*	2017	fallen324
2	22	46,07	B	5-1	209	NA	NA	NA	1	26165	Nada	NA	NA	*	*	NA	NA	*	NA	2017	fallen325
2	22	46,07	L	3-1	62	NA	NA	NA	NA	529	Nada	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen326
2	22	46,07	P	3-1	185	NA	NA	NA	1	no tag	Nada	NA	NA	*	*	NA	NA	NA	*	2017	fallen327
3	2	46,21	N	4-1	328	330	39	NA	1	no tag	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen328
2	22	47,10	H	6-1	316	323	90	NA	1	550	esto es H y no J tronco tronco de tronco de pie con corteza	NA	NA	*	*	NA	NA	*	NA	2017	fallen329
2	22	47,10	J	4-1	475	290	NA	18	1	NA	parte se descompuso sin corteza	NA	NA	*	*	NA	NA	NA	*	2017	fallen330
2	22	47,10	E	7-1	NA	203	23	NA	0	763	rama rama de tronco caido con corteza	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen331
2	22	47,10	E	7-2	NA	275	45	NA	0	763	rama rama de tronco caido con corteza mismo que E7-1	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen332
2	22	47,10	L	7-1	NA	267	33	NA	0	396	rama de tronco de pie vivo Quaras on corteza	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen333
2	24	47,17	C	7-1	NA	248	133	NA	1	28141	POULAR	NA	NA	*	*	NA	NA	NA	*	2017	fallen334
2	24	47,17	D	3-1	383	NA	NA	NA	1	647173	Se descompuso	NA	NA	*	*	NA	NA	NA	*	2017	fallen335
2	24	47,17	D	9-1	982	953	132	NA	1	no tag	TTNC. Se esta descomponiendo	NA	NA	*	*	NA	NA	NA	*	2017	fallen336
2	21	49,01	A	9-1	305	295	9	NA	0	NA	RTSN. Es el mismo arbol que A 9-1. Esta aplastado	NA	*	NA	*	NA	NA	NA	*	2017	fallen337
2	21	49,01	A	9-3	830	833	NA	6	1	rama rama de tronco caido con corteza	TTSN esta podrido el corazon. Es el mismo arbol que A 9-1	NA	NA	*	*	NA	NA	NA	*	2017	fallen338
2	21	49,01	A	9-4	262	253	9	NA	0	NA	Es el mismo arbol que A 9-1	NA	*	NA	*	NA	NA	NA	*	2017	fallen339
2	21	49,01	B	9-1	642	277	8	NA	1	NA	aplastado. TT1N. Es el mismo arbol que A 9-1	NA	NA	*	*	NA	NA	NA	*	2017	fallen340
2	21	49,01	E	9-1	NA	NA	NA	NA	1	NA	Nada	NA	NA	NA	NA	NA	NA	NA	NA	2017	fallen341
2	21	49,01	P	9-1	242	232	38	NA	1	NA	TT1N (T1=caido por completo) (T2= mp esta caido el tronco por completo	NA	NA	*	*	NA	NA	NA	*	2017	fallen342
2	21	49,04	K	3-1	224	193	NA	NA	1	125668	TT sin ramas, cascaras.	NA	NA	*	*	NA	NA	*	NA	2017	fallen343
2	23	49,12	I	9-1	269	235	46	NA	1	no tag	el mismo que J 9-1	NA	NA	*	*	NA	NA	NA	*	2017	fallen344
2	23	49,12	J	9-1	461	455	38	NA	1	no tag	el mismo que I 9-1. Se esta aplastando	NA	NA	*	*	NA	NA	NA	*	2017	fallen345
2	23	49,17	N	9-1	227	206	NA	10	1	No tag	se esta descomponiendo	NA	NA	*	*	NA	NA	NA	*	2017	fallen346
3	2	49,21	A	3-1	NA	NA	NA	NA	1	27	Nada	NA	NA	*	*	NA	NA	NA	*	2017	fallen347
3	2	49,21	J	4-1	193	185	NA	NA	1	12476	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen348
3	2	49,21	J	4-2	249	247	87	NA	1	12480	NA	NA	NA	*	*	NA	NA	*	NA	2017	fallen349
