month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height.mm	penetration.200mm	penetration.200mm.1	branchfall	tag	inclination	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	uniqid
2	19	37,17	G	8-1	222	130	NA	NA	NA	2	no tag	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen260
2	19	37,17	K	7-1	201	201	NA	NA	10	1	77881	2	320	NA	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	2019	fallen261
2	19	37,17	K	7-2	296	212	NA	NA	4	1	2371	3	145	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen262
2	15	39,07	A	4-1	297	90	NA	NA	NA	1	1964	NA	NA	NA	NA	es el mismo arbol que B 4-2. Se está abriendo la corteza por eso mide mas	Solo quedo un pedazo de corteza	NA	NA	*	*	NA	NA	*	NA	2019	fallen263
2	15	39,07	B	4-1	218	215	NA	55	NA	1	no tag	0	130	NA	*	tiene banda de metal	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen264
2	15	39,07	B	4-2	186	NA	NA	NA	NA	1	1964	NA	NA	NA	NA	es el mismo arbol que A 4-1.	solo clavo	NA	NA	*	*	NA	NA	*	NA	2019	fallen265
2	15	39,07	C	19-1	NA	217	282	57	NA	0	No tag	29	45	*	NA	NA	No se sabe de qué árbol es esta rama	NA	*	NA	NA	NA	NA	NA	*	2019	fallen266
2	15	39,07	K	4-1	194	NA	NA	NA	NA	0	1869	NA	NA	NA	NA	el año pasado teina muchas lianas encima por lo que el dbh no fue bueno	Nada	*	NA	NA	NA	*	NA	NA	*	2019	fallen267
2	15	39,07	L	4-2	244	NA	NA	NA	NA	0	1869	NA	NA	NA	NA	NA	Se descompuso, no encontrado	*	NA	NA	*	NA	NA	NA	*	2019	fallen268
2	15	39,07	L	4-3	240	NA	NA	NA	NA	0	1869	NA	NA	NA	NA	esta muestra estaba suspendida en el aire, se rompió y cayo, ahora está en P	Corrección no estaba suspendido en P sino en N. Solo se encontró clavo, se descompuso	NA	*	NA	*	NA	NA	NA	*	2019	fallen269
2	15	39,07	L	7-1	601	571	NA	135	NA	1	1869	12	240	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen270
2	15	39,07	O	6-1	286	250	197	152	NA	1	no tag	4	230	*	NA	es un Zantoxylum	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen271
2	19	40,21	B	9-2	168	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	esta aplastado	solo clavo	NA	NA	*	*	NA	NA	NA	*	2019	fallen272
2	19	40,21	G	5-1	209	213	NA	138	NA	1	64279	11	292	*	NA	con corteza	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen273
2	19	41,24	C	8-1	288	286	NA	150	NA	1	58825	6	246	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen274
2	19	41,24	I	4-1	835	739	944	27	NA	1	1749	11	300	*	NA	esta en la interseccion con H y J tambien	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen275
2	20	42,12	A	9-1	196	170	NA	NA	NA	0	no tag	NA	NA	NA	NA	es el mismo. Esta en el 41,10 en el 2,2 al lado del árbol 1478	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen276
2	20	42,12	A	9-2	646	617	648	43	NA	1	no tag	8	76	*	NA	es el mismo. Revisar diámetros anteriores	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen277
2	20	42,12	M	9-1	239	167	NA	NA	NA	1	no tag	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen278
2	19	42,12	O	6-1	535	489	360	191	NA	1	no tag	6	90	*	NA	es el mismo que está en 44,13 con la pregunta del ficus con la fotografia	Esta muestra está en N y no en O	NA	NA	*	*	NA	NA	NA	*	2019	fallen279
2	20	42,12	P	9-1	247	256	NA	32	NA	0	no tag	1	30	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen280
2	19	42,21	B	8-1	303	301	NA	43	NA	0	1388	6	146	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen281
2	19	42,21	A	8-1	290	288	NA	28	NA	0	1388	5	146	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen282
2	19	42,21	I	3-1	197	110	NA	NA	NA	1	no tag	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen283
2	19	42,21	J	6-1	222	198	NA	NA	NA	1	1339	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen284
2	20	43,10	B	9-1	587	641	NA	15	NA	1	no tag	8	170	NA	*	esta aplastado	Se está rajando por eso mide mas	NA	NA	*	*	NA	NA	NA	*	2019	fallen285
2	20	43,10	I	0-1	227	232	194	17	NA	0	1246	12	290	*	NA	Dypterix	NA	NA	*	NA	NA	NA	*	NA	*	2019	fallen286
2	20	43,10	L	19-1	NA	204	NA	41	NA	0	no tag	12	95	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen287
2	20	43,15	B	5-1	198	190	NA	NA	NA	0	1081	NA	NA	NA	NA	sin hojas. Revizar el año pasado porque es TT TV MC	NA	NA	NA	*	NA	NA	*	NA	*	2019	fallen288
2	20	44,07	G	9-2	1210	1181	NA	27	NA	1	NA	0	55	NA	*	sin corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen289
2	20	44,07	J	9-1	1078	968	1027	52	NA	0	NA	3	60	*	NA	sin corteza	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen290
2	20	44,07	N	9-1	347	344	398	55	NA	1	no tag	1	56	NA	*	tronco, tronco sin corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen291
2	20	44,13	B	9-1	272	278	NA	29	NA	0	no tag	1	105	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen292
2	20	44,13	D	6-1	267	105	NA	NA	NA	1	no tag	NA	NA	NA	NA	es el mismo que D6-3. Es Ficus	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen293
2	20	44,13	D	6-2	1010	972	465	199	NA	1	1094	4	92	NA	*	se está aplastando	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen294
2	20	44,13	D	6-3	262	68	NA	NA	NA	1	NA	NA	NA	NA	NA	es el mismo que D6-1. Es Ficus	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen295
2	20	44,13	J	9-1	573	561	548	40	NA	1	no tag	9	160	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen296
2	20	44,18	O	19-1	NA	167	270	46	NA	0	No tag	17	110	*	NA	NA	Es un ficus	*	NA	NA	*	NA	NA	*	NA	2019	fallen297
2	20	44,20	G	19-1	NA	311	386	21	NA	1	NA	6	220	*	NA	NA	Buscar en lista el tag porque el árbol es virola y tiene banda. Esta en 43,20 en 44	NA	NA	*	*	NA	NA	*	NA	2019	fallen298
2	20	44,20	J	19-1	NA	355	377	21	NA	1	NA	6	220	*	NA	NA	Buscar en lista el tag porque el árbol es virola y tiene banda. Esta en 43,20 en 44	NA	NA	*	*	NA	NA	*	NA	2019	fallen299
2	19	44,23	A	9-1	433	442	NA	11	NA	0	no tag	7	100	NA	*	se rajo. Es el mismo que A 9-2	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen300
2	19	44,23	A	9-2	248	244	NA	43	NA	0	no tag	27	130	*	NA	es el mismo que A 9-1	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen301
2	19	44,23	A	6-1	217	217	NA	135	NA	1	no tag	2	55	*	NA	correguir en censo anterior es TC y no Ts	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen302
2	19	44,23	A	6-2	455	449	NA	184	NA	1	no tag	3	55	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen303
2	19	44,23	C	9-1	463	484	NA	45	NA	1	no tag	8	300	NA	*	es el mismo que F 9-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen304
2	19	44,23	C	6-1	238	NA	NA	NA	NA	1	43469	NA	NA	NA	NA	NA	Solo clavo	NA	NA	*	*	NA	NA	NA	*	2019	fallen305
2	19	44,23	F	9-1	518	511	507	13	NA	1	no tag	14	298	*	NA	es el mismo que C 9-1.	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen306
2	19	44,23	F	6-1	316	NA	NA	NA	NA	1	43469	NA	NA	NA	NA	correguir es TC y no T S	No encontrado	NA	NA	*	*	NA	NA	*	NA	2019	fallen307
2	19	44,23	G	5-1	196	155	NA	NA	NA	0	1005	NA	NA	NA	NA	rama no toca el suelo	NA	NA	*	NA	*	NA	NA	*	NA	2019	fallen308
2	19	44,23	H	5-1	461	518	NA	125	NA	1	1005	8	192	NA	*	correcion, está en H y no en I. Está suspendida al aire la muestra	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen309
2	19	44,23	H	5-2	232	219	NA	43	NA	1	1004	9	204	NA	*	Correccion, está en H y no en I. Es Tc y no Ts	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen310
2	19	44,23	I	6-1	515	498	NA	110	NA	1	1005	5	192	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen311
2	19	44,23	I	6-2	217	213	NA	62	NA	1	1004	2	192	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen312
2	19	44,23	K	3-1	465	418	NA	18	NA	1	983	6	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen313
2	19	44,23	N	3-1	372	367	NA	20	NA	1	983	7	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen314
2	26	45,05	D	5-1	333	324	293	42	NA	1	no tag	3	30	*	NA	tiene banda plastica	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen315
2	26	45,05	G	5-1	309	293	NA	NA	19	1	no tag	6	272	NA	*	es el mismo que H 5-1.	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen316
2	26	45,05	H	5-1	288	235	NA	54	NA	1	no tag	10	288	NA	*	es el mismo que G 5-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen317
2	26	45,05	H	6-1	262	230	225	45	NA	0	870	5	180	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen318
2	26	45,05	I	6-1	348	325	NA	81	NA	0	870	4	340	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen319
2	26	45,05	I	6-2	262	253	253	63	2	0	870	18	320	*	NA	En el aire	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen320
2	26	45,05	I	6-3	237	190	NA	NA	NA	0	870	NA	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen321
2	26	45,05	J	6-1	272	238	NA	66	NA	0	870	17	346	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen322
2	26	45,05	J	6-2	283	160	NA	NA	NA	0	870	NA	NA	NA	NA	estaba rajado anteriormente	se esta descomponiendo	*	NA	NA	*	NA	NA	NA	*	2019	fallen323
2	26	45,05	L	4-1	NA	NA	NA	NA	NA	0	800	NA	NA	NA	NA	La muestra no se encontró porque quedo debajo de la muestra L7-1	Sigue debajo de la otra muestra L 7-1	NA	*	NA	*	NA	NA	*	NA	2019	fallen324
2	26	45,05	L	7-1	424	408	NA	30	NA	1	796	NA	NA	NA	NA	NA	NA	NA	NA	*	NA	*	NA	NA	*	2019	fallen325
2	27	46,01	D	6-1	313	NA	NA	NA	NA	1	832	NA	NA	NA	NA	Se descompuso rapido	No encontrado	NA	NA	*	*	NA	NA	NA	*	2019	fallen326
2	27	46,01	L	9-1	361	360	NA	23	NA	1	no tag	15	106	NA	*	tronco sin ramas. TT	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen327
2	27	46,21	N	4-1	298	310	NA	110	NA	1	no tag	10	54	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen328
2	26	47,05	C	19-1	NA	235	206	59	NA	0	503	4	20	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2019	fallen329
2	27	47,10	C	8-1	207	212	NA	40	NA	0	446310	0	134	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2019	fallen330
2	27	47,10	F	8-1	253	243	NA	96	NA	0	446310	1	122	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2019	fallen331
2	27	47,10	H	6-1	329	327	283	168	NA	1	550	3	180	*	NA	esto es H y no J tronco tronco de tronco de pie con corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen332
2	27	47,10	J	4-1	275	177	NA	NA	NA	1	NA	NA	NA	NA	NA	parte se descompuso sin corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen333
2	27	47,10	E	7-1	186	185	NA	NA	NA	0	763	NA	NA	*	NA	rama rama de tronco caido con corteza	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen334
2	27	47,10	E	7-2	262	247	236	44	NA	0	763	4	320	*	NA	Irregular 248	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen335
2	27	47,10	L	7-1	250	238	231	NA	2	0	396	1	288	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2019	fallen336
2	27	47,17	C	7-1	245	279	333	NA	9	1	28141	19	336	*	NA	POULAR	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen337
2	27	47,17	D	9-1	914	828	543	192	NA	1	no tag	18	340	*	NA	TTNC. Se esta descomponiendo	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen338
2	27	47,17	F	8-1	513	508	588	72	NA	1	no tag	0	268	*	NA	En el aire	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen339
2	27	49,01	A	9-1	311	312	70	18	NA	0	NA	18	294	*	NA	RTSN. Es el mismo arbol que A 9-1. Esta aplastado y rajado	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen340
2	27	49,01	A	9-3	828	830	NA	146	NA	1	NA	1	290	NA	*	TTSN esta podrido el corazon. Es el mismo arbol que A 9-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen341
2	27	49,01	A	9-4	249	257	NA	73	NA	0	NA	2	286	NA	*	Es el mismo arbol que A 9-1	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen342
2	27	49,01	B	9-1	290	298	63	15	NA	1	NA	10	290	NA	*	aplastado. TT1N. Es el mismo arbol que A 9-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen343
2	27	49,01	J	19-1	NA	228	243	36	NA	1	125223	31	234	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen344
2	27	49,01	P	9-1	229	221	302	22	NA	1	NA	3	24	*	NA	TT1N (T1=caido por completo) (T2= mp esta caido el tronco por completo	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen345
2	27	49,04	L	8-1	442	470	NA	155	NA	1	no tag	2	324	NA	*	NA	NA	*	NA	NA	NA	*	NA	*	NA	2019	fallen346
2	27	49,12	G	8-1	218	210	202	36	NA	1	234	1	252	*	NA	NA	NA	NA	NA	*	NA	*	NA	NA	*	2019	fallen347
2	27	49,12	I	9-1	224	221	NA	36	NA	1	no tag	5	326	NA	*	el mismo que J 9-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen348
2	27	49,12	J	9-1	474	182	NA	NA	NA	1	no tag	NA	NA	NA	*	el mismo que I 9-1. Se esta aplastando. Se rajo	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen349
2	27	49,21	J	4-2	234	229	198	73	NA	1	12480	10	240	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen350
