month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height_prior	diameter_height.mm	branchfall	tag	inclination_prior	inclination	orientation_degrees_prior	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	observer	uniqid
3	1	23,06	G	7-2	273	263	NA	NA	2	4673	1.8	5.3	234	234	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen159
3	1	23,06	M	20-1	905	702	NA	NA	1	4673	3.5	3.1	84	78	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen160
3	1	23,06	N	20-1	585	418	NA	NA	1	4673	1.3	1.6	76	72	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen161
3	1	23,17	A	19-1	161	222	212	155	1	no tag	2.4	4.2	162	150	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen162
3	1	23,17	B	20-1	162	NA	257	NA	2	4524	22.2	NA	154	NA	*	NA	NA	Se descompuso	NA	*	NA	NA	NA	*	NA	*	2023	E	fallen163
3	1	23,17	E	21-1	402	407	NA	NA	1	4730	17.1	11.2	218	218	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen164
2	16	23,23	A	2-1	231	230	NA	NA	0	no tag	23.5	24.2	160	168	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen165
2	16	23,23	A	2-2	262	253	NA	NA	0	no tag	0.3	1.9	350	358	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen166
2	16	23,23	B	22-1	433	409	503	493	1	No tag	2.3	1.6	176	192	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen167
2	16	23,23	C	20-1	NA	NA	NA	NA	1	4785	NA	NA	NA	NA	NA	*	Solo clavo	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen168
2	16	23,23	F	20-1	456	437	426	367	1	4785	1.3	0.2	320	350	*	NA	corregir las medidas anteriores la medida del ancho en realidad es el alto y visebersa	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen169
2	16	23,23	G	20-1	526	519	NA	NA	1	4789	5.2	0.7	304	292	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen170
2	16	23,23	G	22-1	256	248	254	247	1	153697	11.2	11.8	280	290	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen171
2	16	23,23	H	20-1	125	NA	134	NA	0	4789	NA	NA	NA	NA	*	NA	NA	nada sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen172
2	16	23,23	H	20-2	280	290	293	293	0	4789	1.8	5.8	294	300	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2023	V	fallen173
2	16	23,23	H	20-3	173	NA	NA	NA	0	4789	4.5	NA	330	NA	NA	*	NA	Solo clavo sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen174
2	16	23,23	H	20-4	183	168	NA	NA	0	4789	5.5	NA	326	NA	NA	*	NA	Ya no mide sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen175
2	16	23;23	H	22-1	225	216	NA	NA	1	1536971	9.4	12.6	300	304	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen176
3	1	24,09	K	21-1	304	286	NA	292	1	4356	8.1	7.4	344	350	NA	*	NA	NA	NA	*	NA	NA	NA	*	*	NA	2023	E	fallen177
3	1	24,09	O	20-1	202	196	NA	180	0	4211	26.5	22.5	88	84	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	E	fallen178
3	1	24,15	B	19-1	303	193	NA	NA	1	4386	1.7	4.4	235	230	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen179
3	1	24,15	J	22-1	224	188	196	135	1	4534	30.2	1.4	168	178	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen180
3	1	24,15	J	22-2	260	234	NA	NA	0	4393	3.1	0.8	168	178	NA	*	NA	NA	NA	*	NA	NA	NA	*	*	NA	2023	E	fallen181
3	1	24,15	K	19-1	NA	NA	NA	NA	0	4393	NA	NA	NA	NA	*	NA	solo clavo	Sacar de lista	*	NA	NA	NA	NA	*	*	NA	2023	E	fallen182
3	1	24,15	K	19-2	229	203	NA	NA	0	4393	3.7	4.5	174	180	NA	*	NA	NA	*	NA	NA	NA	*	NA	*	NA	2023	E	fallen183
2	16	25,24	J	19-1	558	536	NA	NA	1	4448	11.9	7.2	30	30	NA	*	NA	NA	*	NA	NA	NA	NA	*	NA	*	2023	V	fallen184
3	1	26,08	A	22-1	404	403	408	NA	1	No tag	1.6	5.4	90	90	NA	*	Es palma ATALEA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen185
2	28	26,17	B	8-1	193	NA	NA	NA	0	No tag	24	NA	130	NA	NA	*	NA	Solo clavo	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen186
2	28	26,17	B	8-2	270	270	176	173	0	No tag	6.8	1.2	184	184	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen187
2	28	26,17	B	8-3	241	241	177	186	0	No tag	15.3	2.2	190	198	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen188
2	28	26,17	B	8-4	203	218	NA	NA	0	No tag	7.4	8.4	236	222	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen189
2	28	26,17	D	21-1	2980	893	NA	NA	1	No tag	12.9	6	264	270	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen190
2	28	26,17	E	20-1	270	NA	NA	NA	0	No tag	0.7	NA	146	NA	NA	*	NA	Nada se descompuso	*	NA	NA	*	NA	NA	*	NA	2023	V	fallen191
2	28	26,17	E	20-2	75	NA	NA	NA	1	No tag	6	NA	194	NA	NA	*	NA	Nada se descompuso	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen192
2	28	26,17	F	19-1	476	450	506	508	1	no tag	3.8	4.5	256	234	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen193
2	28	26,17	G	8-1	171	NA	NA	NA	1	137872	0.6	NA	142	NA	NA	*	NA	No mide sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen194
2	28	26,17	G	8-2	1091	1059	NA	NA	1	4163	6.3	8.6	138	148	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen195
2	28	26,17	K	2-1	453	450	478	462	1	no tag	1.2	1.1	140	144	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen196
2	28	26,17	N	2-1	462	458	434	412	1	no tag	2.5	3.9	140	144	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen197
2	28	26,17	O	8-1	197	179	NA	NA	0	No tag	2.1	NA	125	NA	NA	*	NA	Sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen198
2	16	26,21	M	9,1	430	418	NA	NA	1	NA	8.6	8.5	18	24	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen199
2	16	26,21	P	3-1	321	323	NA	NA	2	No tag	1.1	4.3	230	240	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen200
2	28	28,16	G	7-2	505	503	NA	NA	1	3858	5.5	6.1	230	228	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen201
2	28	28,16	N	6-1	137	NA	NA	NA	0	3761	NA	NA	NA	NA	NA	*	NA	No mide sacar de lista sólo clavo	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen202
2	28	28,16	N	6-2	168	NA	NA	NA	0	3761	1.3	NA	184	NA	NA	*	NA	no mide sacar de lista	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen203
2	28	28,16	N	7-1	284	NA	NA	NA	0	3761	10	NA	248	NA	NA	*	NA	Solo clavo	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen204
2	28	28,16	O	19-1	NA	NA	NA	NA	1	117661	NA	NA	NA	NA	NA	*	solo clavo	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen205
2	28	29,13	F	8-1	497	468	NA	NA	1	3732	2.4	1.9	112	90	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen206
2	28	29,13	L	19-1	326	255	NA	NA	1	3556	5.8	2.5	280	278	NA	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	2023	V	fallen207
2	28	30,23	L	7-1	160	NA	NA	NA	0	3468	1	NA	300	NA	NA	*	Se está  Descomponiendo	Nada sacar de lista	NA	NA	*	NA	NA	*	NA	*	2023	V	fallen208
3	2	31,16	B	22-1	499	489	450	NA	1	3188	5.6	8.6	220	218	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen209
3	2	31,16	D	9-1	470	413	NA	NA	1	no tag	1.9	5.4	107	218	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen210
3	2	31,16	I	19-1	394	371	NA	NA	1	3184	11.6	11.6	272	272	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen211
3	2	31,16	I	19-2	177	179	210	2073	2	No tag	1.2	3	270	268	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen212
3	2	31,16	L	21-1	283	288	NA	NA	1	3184	3.8	3.7	124	120	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen213
2	28	31,21	G	21-1	378	276	288	111	2	3441	5.9	15.8	286	280	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen214
2	28	31,21	J	23-1	NA	456	NA	NA	2	3451	NA	5.1	NA	198	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen215
3	2	32.07	A	23-1	NA	1979	NA	NA	1	2999	NA	42	NA	110	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	NA	2023	E	fallen216
3	2	32,07	B	23-1	NA	257	NA	NA	2	No tag	NA	2.5	NA	188	*	NA	NA	Es el mismo que O 23-4	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen217
3	2	32,07	B	23-2	NA	813	NA	NA	2	2999	NA	4.9	NA	258	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen218
3	2	32,07	B	23-3	NA	363	NA	NA	2	2999	NA	6.7	NA	278	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen219
3	2	32,07	B	8-1	383	NA	NA	NA	1	2994	2.8	NA	226	NA	NA	*	NA	No encontrado, todo quedó bajo el Ceiba	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen220
3	2	32,07	C	23-1	NA	383	NA	NA	2	2999	NA	2.5	NA	280	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen221
3	2	32,07	C	23-2	NA	256	NA	NA	2	2999	NA	5.1	NA	298	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen222
3	2	32,07	C	19-1	208	NA	NA	NA	1	96221	16.4	NA	250	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen223
3	2	32,07	M	23-1	NA	1884	NA	NA	1	2999	NA	2.6	NA	190	NA	*	NA	Ceiba	NA	NA	*	NA	*	NA	NA	*	2023	E	fallen224
3	2	32,07	O	23-1	NA	1473	NA	NA	1	2999	NA	4.3	NA	190	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2023	E	fallen225
3	2	32,07	O	23-2	NA	458	NA	560	2	2999	NA	34	NA	320	*	NA	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen226
3	2	32,07	O	23-3	NA	657	NA	865	2	2999	NA	42.5	NA	284	*	NA	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen227
3	2	32,07	O	23-4	NA	268	NA	267	1	No tag	NA	3.3	NA	200	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen228
3	2	32,07	O	7-1	208	168	203	190	1	2995	5.3	7.5	236	258	*	NA	NA	NA	*	NA	NA	NA	NA	*	NA	*	2023	E	fallen229
3	2	32,07	O	19-1	298	NA	NA	NA	1	No tag	9.2	NA	258	NA	NA	*	NA	No encontrado, todo quedó bajo el Ceiba	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen230
3	2	32,07	O	19-2	477	NA	NA	NA	2	No tag	10.9	NA	236	NA	NA	*	NA	No encontrado, todo quedó bajo el Ceiba	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen231
2	28	32,24	H	22-1	373	382	NA	NA	2	109843	4.8	NA	74	NA	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2023	V	fallen232
3	2	33,12	D	22-1	483	466	NA	NA	2	3037	0.9	0.7	254	256	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen233
3	2	33,12	G	2-1	877	898	NA	NA	1	no tag	11.9	5.2	326	330	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen234
3	2	33,12	J	9-1	641	651	NA	NA	0	No tag	6.4	1	10	10	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	E	fallen235
3	2	33,12	J	9-3	343	NA	303	NA	0	No tag	24.8	NA	342	NA	*	NA	NA	solo clavo, se descompuso	*	NA	NA	*	NA	NA	NA	*	2023	E	fallen236
3	2	33,12	K	22-1	350	333	NA	NA	1	832406	1.1	0.2	130	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen237
3	1	34,04	C	19-1	183	174	NA	NA	0	2600	NA	NA	NA	NA	NA	*	Ya no mide  Sacar de lista	Ya no mide sacar de lista	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen238
3	1	34,04	D	20-1	903	918	NA	968	1	2600	2.5	2.3	284	296	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen239
3	1	34,04	E	7-1	229	232	178	293	2	2919	4.5	9.7	130	134	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen240
3	1	34,04	E	20-1	327	320	NA	NA	2	2600	11.1	8	174	180	NA	*	NA	NA	NA	*	NA	*	NA	NA	*	NA	2023	E	fallen241
3	1	34,04	L	0-1	547	551	NA	NA	0	No tag	2.2	1.5	280	278	NA	*	se partio en dos	NA	*	NA	NA	NA	NA	NA	NA	*	2023	E	fallen242
3	1	34,04	M	19-1	228	218	213	222	0	2274	14.6	8.7	270	266	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	NA	2023	E	fallen243
3	2	34,15	K	21-2	307	NA	180	NA	1	87652	25	0.3	214	212	NA	*	NA	Solo clavo	NA	NA	*	NA	NA	*	NA	*	2023	E	fallen244
3	2	34,15	L	21-1	368	NA	NA	NA	1	3692	0.8	NA	144	NA	NA	*	NA	Nada, se descompuso	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen245
3	2	34,15	L	21-2	379	367	NA	NA	1	3692	6.1	NA	214	NA	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen246
3	2	34,15	M	21-1	498	NA	NA	NA	1	3692	3.2	NA	132	NA	NA	*	Rajado se está descomponiendo	Solo clavo	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen247
3	2	34,15	M	0-2	297	184	NA	NA	0	no tag	13.9	0.9	326	326	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	E	fallen248
3	2	35,17	J	21-1	292	243	NA	NA	0	NA	4.8	2.8	154	184	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen249
3	2	35,17	K	21-1	495	438	414	447	1	2466	6.5	5.3	300	302	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen250
3	2	35,17	N	21-1	596	452	527	NA	1	2466	3.8	7.2	294	284	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen251
3	1	36,04	H	22-1	653	541	491	509	1	80756	18.2	0.5	234	220	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen252
3	1	36,04	I	19-1	729	701	NA	NA	1	2274	0.5	1.2	274	278	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen253
3	2	36,10	B	5-1	781	758	NA	NA	1	2309	5.1	1.6	232	232	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen254
3	2	37,17	A	22-1	243	223	222	175	0	2145	10.3	14.6	48	62	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen255
3	2	37,17	J	21-1	313	NA	NA	NA	1	2363	0.1	NA	12	NA	NA	*	NA	Se descompuso	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen256
3	1	39,07	B	4-1	236	110	NA	NA	1	no tag	0.2	1.2	144	140	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen257
3	1	39,07	C	19-1	163	145	176	NA	0	No tag	4.2	NA	142	NA	*	NA	Angulo correcto 142 grados, revisar angilo anterior.	Sacar de lista	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen258
3	1	39,07	D	22-1	213	193	179	176	0	1875	3	11.5	272	274	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2023	E	fallen259
3	1	39,07	D	22-1	254	150	202	NA	0	1875	17.4	NA	288	NA	*	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	fallen260
3	1	39,07	I	21-1	245	NA	202	NA	0	66360	11.2	NA	150	NA	*	NA	NA	se descompuso	NA	*	NA	*	NA	NA	*	NA	2023	E	fallen261
3	1	39,07	I	23-1	NA	262	NA	263	NA	no tag	NA	12.5	NA	290	*	NA	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen262
3	1	39,07	J	20-1	252	353	NA	NA	0	66360	8.7	1.6	200	198	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen263
3	1	39,07	L	21–1	772	747	NA	NA	1	66360	8.8	14.9	110	108	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen264
3	1	39,07	M	21-3	393	388	391	427	0	66360	47.2	38	80	98	*	NA	Correguir el ano pasado la muestra es 21-3 y no 21-4	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen265
3	1	39,07	M	21-1	340	349	NA	NA	0	66360	5.7	6.3	130	136	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen266
3	1	39,07	M	21-2	738	733	672	679	1	66360	7.7	7.6	138	164	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen267
3	3	39,15	B	23-1	NA	252	NA	256	0	No tag	NA	13.7	NA	170	*	NA	NA	HURACR	NA	*	NA	NA	NA	*	*	NA	2023	R	fallen268
3	3	39,15	C	23-1	NA	250	NA	NA	0	No tag	NA	9.7	NA	40	NA	*	NA	TRI2TU	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen269
3	3	41,24	I	4-1	739	730	914	922	1	1749	2.2	4.3	300	300	*	NA	Esta rajado	NA	NA	NA	*	*	NA	NA	NA	*	2023	R	fallen270
3	6	42,12	A	9-2	585	582	615	566	1	no tag	12.5	16.2	75	75	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen271
3	6	42,12	P	9-1	313	136	NA	NA	0	no tag	5.2	4.6	36	32	NA	*	Se rajo	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen272
3	6	42,12	P	23-1	NA	250	NA	235	1	1256	NA	2.7	NA	174	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen273
3	3	42,21	0	22-1	453	394	NA	NA	0	1333	1	2.5	260	260	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	R	fallen274
3	3	42,21	A	8-1	256	199	NA	NA	0	1388	5	11.1	144	140	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	R	fallen275
3	3	42,21	B	8-1	NA	NA	NA	NA	0	1388	NA	NA	NA	NA	NA	*	la muestra quedo rota y la muestra B 22-1 le cayo encima y la partio, no se puede medir	la muestra quedo rota y la muestra B 22-1 le cayo encima y la partio, no se puede medir	*	NA	NA	*	NA	NA	NA	*	2023	R	fallen276
3	3	42,21	B	22-1	267	290	246	NA	0	1333	1.1	NA	232	248	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	R	fallen277
3	6	43,10	B	9-1	538	454	NA	NA	1	no tag	2.7	7.7	174	174	NA	*	NA	Muestra rajada	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen278
3	6	43,10	I	0-1	230	221	NA	239	0	1246	13.5	8.5	312	308	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	E	fallen279
3	6	43,15	D	21-2	351	NA	NA	NA	1	1277	17.1	8.6	78	NA	NA	*	La muestra esta en terreno inclinado	solo clavo	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen280
3	6	43,15	D	21-1	192	NA	193	NA	0	1277	1	NA	82	NA	*	NA	NA	Nada	*	NA	NA	*	NA	NA	*	NA	2023	E	fallen281
3	6	44,07	C	20-1	324	300	238	NA	1	41007	7.3	4.4	134	122	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen282
3	6	44,07	F	20-1	313	288	291	NA	1	41007	14.4	11.5	112	122	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen283
3	6	44,07	G	9-2	1258	1190	NA	NA	1	No tag	8.4	14.3	58	50	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen284
3	6	44,07	J	9-1	965	917	1070	1019	0	No tag	3	3.6	64	70	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen285
3	6	44,07	N	9-1	318	312	NA	NA	1	no tag	3.7	1.5	60	68	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen286
3	6	44,13	B	9-1	253	248	NA	NA	0	no tag	2.2	6.9	122	118	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	E	fallen287
3	6	44,13	G	21-1	208	NA	236	NA	1	1086	9.4	NA	340	NA	*	NA	NA	Solo clavo	NA	NA	*	NA	NA	*	*	NA	2023	E	fallen288
3	6	44,13	J	9-1	568	522	543	519	1	no tag	3.7	6	160	160	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen289
3	6	44,20	G	19-1	293	291	NA	NA	1	1030	6.4	3.6	214	216	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen290
3	6	44,20	J	19-1	343	330	370	NA	1	1030	9.1	0.5	220	NA	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen291
3	6	44,20	L	22-1	459	453	NA	NA	1	967	0.9	1.5	94	100	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen292
3	6	44,23	A	6-2	50	NA	NA	NA	1	no tag	NA	NA	NA	NA	NA	*	Se descompuso	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen293
3	6	44,23	A	6-1	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	NA	*	Solo clavo	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen294
3	6	44,23	A	9-1	49	NA	NA	NA	0	no tag	NA	NA	NA	NA	NA	*	NA	Sacar de lista	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen295
3	6	44,23	A	9-2	246	232	NA	NA	0	no tag	28.8	31	138	130	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen296
3	6	44,23	C	9-1	466	469	NA	NA	1	no tag	9.3	7.9	300	304	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen297
3	6	44,23	F	9-1	495	503	493	487	1	no tag	12.6	12.9	300	300	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen298
3	6	44,23	H	5-2	NA	NA	NA	NA	1	1004	NA	NA	NA	NA	NA	*	Solo clavo	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen299
3	6	44,23	H	5-1	297	302	NA	NA	1	1005	9.6	7.7	192	190	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen300
3	6	44,23	I	6-1	309	280	NA	NA	1	1005	3.4	4.7	200	199	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen301
3	6	44,23	I	6-2	115	NA	NA	NA	1	1004	0.8	NA	190	NA	NA	*	NA	se descompuso	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen302
3	6	44,23	K	3-1	395	373	NA	179	1	983	7.9	6.6	130	130	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen303
3	6	44,23	N	3-1	347	327	NA	NA	1	983	2	2.2	130	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen304
3	7	45,05	H	5-1	129	NA	120	NA	1	no tag	14.1	NA	180	NA	NA	*	NA	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen305
3	7	45,05	H	6-1	151	NA	120	NA	0	870	5.6	NA	340	NA	*	NA	NA	Sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen306
3	7	45,05	I	6-1	145	NA	157	NA	0	870	17.7	NA	325	NA	NA	*	NA	sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen307
3	7	45,05	I	6-2	135	NA	157	NA	0	870	17.7	NA	325	NA	*	NA	NA	sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen308
3	7	45,05	J	6-1	391	NA	NA	NA	0	870	0.5	NA	138	NA	NA	*	NA	solo clavo	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen309
3	7	45,05	L	4-1	366	293	NA	NA	0	800	22.1	2.7	114	134	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen310
3	7	45,05	L	7-1	339	290	NA	305	1	796	2.2	4.5	110	114	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen311
3	6	46,01	L	9-1	339	355	NA	NA	1	no tag	2.2	5.1	110	118	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen312
3	8	46,21	F	21-1	670	476	NA	NA	1	687	8	1.2	78	86	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	R	fallen313
3	8	46,21	K	21-1	315	284	NA	NA	1	628	7.2	8.6	360	360	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	R	fallen314
3	7	47,05	D	23-1	NA	415	NA	399	0	503	NA	15.6	NA	276	*	NA	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen315
3	7	47,05	D	23-2	NA	378	NA	409	0	503	NA	0.8	NA	290	*	NA	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen316
3	7	47,05	D	23-3	NA	510	NA	NA	0	503	NA	29	NA	240	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen317
3	7	47,05	D	23-4	NA	268	NA	393	0	503	NA	32	NA	250	*	NA	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	E	fallen318
