month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height_prior	diameter_height.mm	branchfall	tag	inclination	orientation_degrees_prior	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	uniqid
3	3	22,21	F	19-1	223	175	218	203	0	4833	14.8	40	40	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	NA	2021	fallen160
3	3	22,21	F	20-1	228	118	NA	NA	1	4883	18	110	80	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen161
3	3	22,21	F	21-1	NA	272	NA	NA	0	4883	3.1	NA	1158	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen162
3	3	22,21	H	20-1	738	790	NA	NA	1	4833	0.3	350	350	NA	*	Rajado	se rajo mas por eso la medida es mayor	NA	NA	*	*	NA	NA	*	NA	2021	fallen163
3	3	22,21	L	2-1	271	267	295	285	0	4484	0.1	290	294	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen164
3	3	22,21	L	2-2	160	166	NA	139	0	4484	4.2	290	294	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen165
3	3	22,21	M	2-2	505	495	NA	NA	1	4484	6.4	300	300	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen166
3	4	23,03	D	19-1	848	854	727	688	1	4649	20.3	244	250	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen167
3	4	23,03	E	19-1	239	242	120	106	1	4649	12.2	354	358	*	NA	la muestra siempre ha estado en el aire	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen168
3	4	2306	B	19-1	218	165	NA	NA	1	4593	2.1	180	190	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen169
3	4	23,06	G	7-1	334	200	273	240	0	4673	13.1	250	256	*	NA	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen170
3	4	23,06	G	7-2	280	301	243	NA	0	4673	2.8	230	242	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen171
3	4	23,06	J	19-1	170	79	NA	NA	1	4586	NA	10	NA	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2021	fallen172
3	4	23,06	J	19-2	156	NA	NA	NA	1	4586	NA	145	NA	NA	*	NA	nada	NA	*	NA	NA	*	NA	NA	*	2021	fallen173
3	4	23,06	M	20-1	1212	1024	NA	NA	1	4673	6.3	90	90	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen174
3	4	23,06	N	19-1	293	278	NA	NA	1	4586	0.7	180	180	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen175
3	4	23,06	N	20-1	659	649	NA	NA	1	4673	2.1	90	90	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen176
3	3	23,17	A	19-1	180	162	239	228	1	no tag	4.8	150	162	*	NA	con corteza  irregular 180	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen177
3	3	23,17	B	20-1	190	167	269	266	2	4524	16.1	160	154	*	NA	en el aire iregular (190)con corteza tronco vivo  de pie	NA	NA	*	NA	NA	*	NA	NA	*	2021	fallen178
3	3	23,17	E	21-1	NA	448	NA	NA	1	4730	11	NA	214	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen179
2	22	23,23	A	2-1	275	234	NA	NA	0	no tag	23.2	155	140	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen180
2	22	23,23	A	2-2	281	256	NA	NA	0	no tag	1.7	330	340	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen181
2	22	23,23	C	20-1	562	539	559	NA	1	4785	3.6	340	330	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen182
2	22	23,23	F	20-1	440	435	477	456	1	4785	2.2	340	330	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen183
2	22	23,23	G	20-1	550	543	NA	NA	1	4789	6.5	306	306	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen184
2	23	23,23	H	20-1	241	206	248	213	0	4789	61.2	210	214	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen185
2	23	23,23	H	20-2	291	293	305	296	0	4789	8	310	290	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen186
2	23	23,23	H	20-3	219	197	218	185	0	4789	1.1	310	303	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen187
2	23	23,23	H	20-4	221	206	NA	NA	0	4789	2.3	316	328	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen188
3	4	24,09	K	21-1	NA	320	NA	297	0	4356	11.2	NA	350	*	NA	NA	NA	NA	*	NA	NA	NA	*	*	NA	2021	fallen189
3	4	24,09	O	20-1	200	200	193	204	0	4211	28.3	100	100	*	NA	NA	NA	NA	*	NA	NA	NA	*	*	NA	2021	fallen190
3	3	24,15	B	19-1	332	328	338	NA	1	4386	3.1	235	235	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen191
3	3	24,15	K	19-1	198	217	NA	NA	0	4393	4.3	230	190	*	NA	NA	Se está abriendo el tronco, la muestra fue movida	*	NA	NA	NA	NA	*	*	NA	2021	fallen192
3	3	24,15	K	19-2	283	300	266	226	0	4393	0.2	162	170	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	NA	2021	fallen193
2	22	25,24	J	19-1	614	613	478	440	0	4448	6.7	25	NA	*	NA	medida anterior de 430 parece equivocada ahro es 478	NA	*	NA	NA	NA	NA	*	NA	*	2021	fallen194
3	4	26,08	C	19-1	386	183	NA	NA	1	848825	2.4	355	350	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2021	fallen195
3	4	26,08	C	19-2	193	NA	NA	NA	1	848885	NA	345	NA	*	NA	NA	Solo clavo	NA	NA	*	NA	*	NA	NA	*	2021	fallen196
3	4	26,08	J	7-1	165	NA	NA	NA	2	131516	NA	200	NA	NA	*	NA	Nada	*	NA	NA	*	NA	NA	NA	*	2021	fallen197
3	4	26,17	B	8-1	221	205	NA	NA	0	No tag	27.7	130	130	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen198
3	4	26,17	B	8-2	293	278	179	197	0	No tag	10.1	180	184	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen199
3	4	26,17	B	8-3	237	235	191	198	0	No tag	32.7	170	170	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen200
3	4	26,17	B	8-4	207	205	NA	NA	0	No tag	5.5	230	236	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen201
3	4	26,17	D	21-1	NA	3200	NA	NA	1	No tag	8.5	NA	264	NA	*	NA	Es ceiba. La medida fue tomada con cinta tomada en mm lineales. Rajado	NA	NA	*	NA	*	NA	NA	*	2021	fallen202
3	4	26,17	E	20-1	270	302	232	NA	0	No tag	9.9	154	148	NA	*	NA	Muestra rajada,se abrio	*	NA	NA	*	NA	NA	*	NA	2021	fallen203
3	4	26,17	E	20-2	367	361	NA	NA	1	No tag	3.7	164	170	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen204
3	4	26,17	G	8-1	237	198	NA	NA	1	137872	0.3	145	142	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen205
3	4	26,17	G	8-2	1085	1094	NA	NA	1	4163	5.3	145	138	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen206
3	4	26,17	K	2-1	464	465	NA	NA	1	no tag	0.9	140	140	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen207
3	4	26,17	N	2-1	472	469	NA	NA	1	no tag	4.1	140	140	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen208
3	4	26,17	O	8-1	229	210	204	NA	0	No tag	4	130	125	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen209
3	4	2617	F	19-1	500	492	NA	NA	1	no tag	5.2	235	234	NA	*	Correguir, la muestra está en F y no en J	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen210
2	22	26,21	C	8-1	275	NA	NA	NA	0	1140	NA	19	NA	NA	*	NA	Nada	*	NA	NA	NA	NA	*	*	NA	2021	fallen211
2	22	26,21	M	9,1	453	451	NA	NA	1	NA	12.4	25	22	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen212
2	22	26,21	P	3-1	529	330	NA	NA	1	No tag	4.3	240	230	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen213
3	4	28,16	G	7-2	518	507	NA	NA	1	3858	0.8	227	230	NA	*	No se pudo medir diametro high porque esta ahora en el suelo la muestra	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen214
3	4	28,16	N	6-1	221	192	NA	NA	0	3761	12.6	215	206	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2021	fallen215
3	4	28,16	N	6-2	244	224	NA	NA	0	3761	19	188	184	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2021	fallen216
3	4	28,16	N	7-1	311	291	NA	NA	0	3761	7.9	243	248	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2021	fallen217
3	4	28,16	O	6-1	NA	NA	NA	NA	0	3761	NA	NA	NA	NA	*	Nada	Nada	NA	*	NA	NA	NA	*	NA	*	2021	fallen218
3	4	28,16	O	19-1	201	151	NA	NA	1	117661	3.3	310	238	NA	*	NA	parece que la muestra fue movida	NA	NA	*	*	NA	NA	NA	*	2021	fallen219
3	4	29,06	E	7-1	150	NA	NA	NA	1	3681	NA	155	NA	NA	NA	NA	Se descompuso	NA	*	NA	NA	NA	*	NA	*	2021	fallen220
3	4	29,13	F	8-1	506	490	NA	NA	1	3732	5.2	112	112	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen221
3	4	2913	L	19-1	329	303	NA	NA	1	3556	4.6	280	280	NA	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	2021	fallen222
2	22	30,23	L	7-1	371	225	332	352	0	3468	2.3	295	270	NA	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	2021	fallen223
3	5	31,16	K	8-3	164	NA	NA	NA	1	3184	NA	40	NA	NA	NA	NA	Se descompuso	NA	*	NA	*	NA	NA	NA	*	2021	fallen224
3	5	31,16	K	8-4	369	250	NA	NA	1	3184	19.1	28	30	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen225
3	5	31,16	B	8-1	370	463	NA	NA	1	3190	3.2	352	358	NA	*	NA	La muestra se está abriendo	NA	*	NA	NA	NA	*	NA	*	2021	fallen226
3	5	31,16	D	9-1	510	479	NA	NA	1	no tag	1.2	107	107	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen227
3	5	31;16	I	19-1	712	610	NA	NA	1	3184	6.7	272	272	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen228
3	5	31;16	I	19-2	212	197	170	203	2	No tag	5.1	266	270	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen229
3	5	31;16	H	19-1	582	230	NA	NA	1	3184	16.3	270	264	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen230
3	5	31,16	L	21-1	NA	298	NA	NA	1	3184	8.7	NA	124	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen231
2	23	31,21	G	21-1	NA	362	NA	289	1	3441	2.5	NA	270	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2021	fallen232
3	4	32,07	B	8-1	394	393	NA	NA	1	2994	2.5	230	236	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen233
3	4	32,07	O	7-1	213	211	212	208	0	2995	2.1	240	240	*	NA	NA	NA	*	NA	NA	NA	NA	*	NA	*	2021	fallen234
3	4	32,07	O	19-1	NA	320	NA	NA	1	No tag	4.8	250	250	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen235
3	4	32,07	O	19-2	544	557	NA	NA	1	No tag	9.7	225	230	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen236
3	4	32,07	C	19-1	270	220	185	NA	1	96221	3.2	245	245	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen237
3	4	32,07	I	19-1	912	328	NA	NA	1	3248	0	100	100	NA	*	Esta hueco	Se descompuso	NA	NA	*	*	NA	NA	NA	*	2021	fallen238
3	4	32,07	J	20-1	473	153	NA	NA	1	3248	2.3	130	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen239
3	5	33,12	G	2-1	932	863	NA	NA	1	no tag	10.1	326	326	NA	*	Se esta rajando	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen240
3	5	33,12	J	9-1	688	653	797	793	0	No tag	0.5	10	10	NA	*	se esta abriendo	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen241
3	5	33,12	J	9-3	352	363	318	309	0	No tag	21.2	342	342	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen242
3	4	34,04	C	19-1	230	185	200	NA	0	2600	3.4	140	140	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2021	fallen243
3	4	34,04	D	7-1	234	NA	NA	NA	1	2919	NA	154	NA	NA	*	Le cayó otro árbol encima y rompió la muestra	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen244
3	4	34,04	D	20-1	834	920	NA	NA	1	2600	0.7	280	280	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen245
3	4	34,04	E	7-1	1016	239	NA	190	1	2919	9.5	154	154	NA	*	NA	Solo quedan restos del tronco	NA	NA	*	*	NA	NA	NA	*	2021	fallen246
3	4	34,04	E	20-1	339	342	NA	NA	0	2600	8.3	170	172	NA	*	NA	NA	NA	*	NA	*	NA	NA	*	NA	2021	fallen247
3	4	34,04	L	0-1	349	528	NA	NA	0	No tag	11.3	275	275	NA	*	Esta hueco	NA	*	NA	NA	NA	NA	NA	NA	*	2021	fallen248
3	4	34,04	M	19-1	222	228	NA	217	0	2274	2.1	250	250	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	NA	2021	fallen249
2	23	34,15	K	21-1	NA	233	NA	231	0	3692	4.2	NA	50	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen250
2	23	34,15	K	21-2	NA	323	NA	172	1	87652	23.5	NA	206	*	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2021	fallen251
2	23	34,15	L	21-1	NA	370	NA	NA	1	3692	1.1	NA	140	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen252
2	23	3415	L	21-2	NA	435	NA	NA	1	3692	2.9	NA	214	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen253
2	23	34,15	M	0-2	339	322	266	308	0	no tag	21.5	325	320	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen254
2	23	34,15	M	21-1	NA	258	NA	NA	1	3692	0.2	NA	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen255
2	23	34,15	P	6-1	205	178	NA	NA	2	2677	1	350	0	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen256
2	23	34,15	P	6-2	251	187	NA	NA	0	2677	2.2	40	34	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen257
3	4	36,04	I	19-1	724	735	NA	NA	1	2274	2.8	270	270	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen258
3	4	36,04	P	3-1	176	NA	NA	NA	1	2272	NA	300	NA	NA	*	NA	Se descompuso	NA	NA	*	*	NA	NA	NA	*	2021	fallen259
3	5	35,17	J	21-1	NA	295	NA	NA	0	NA	18.2	NA	180	NA	*	NA	Gustabia	NA	*	NA	*	NA	NA	*	NA	2021	fallen260
3	5	35,17	K	21-1	NA	505	NA	499	1	2466	4	NA	300	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen261
3	5	35,17	N	21-1	NA	607	NA	638	1	2466	7.8	NA	300	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen262
3	4	36,10	B	5-1	811	811	743	NA	1	2309	3.5	234	234	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen263
3	5	36,13	C	8-1	206	NA	NA	NA	1	2504	NA	244	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen264
3	5	36,13	L	6-1	1072	237	120	NA	1	no tag	0.7	90	90	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen265
3	5	36,13	M	6-1	570	373	NA	NA	0	2347	11.6	205	200	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen266
3	5	36,13	M	6-3	298	NA	NA	NA	0	2347	NA	180	NA	NA	*	NA	solo clavo	*	NA	NA	*	NA	NA	NA	*	2021	fallen267
3	5	36,13	M	6-4	260	NA	292	NA	0	2347	NA	200	NA	*	NA	NA	Nada	*	NA	NA	*	NA	NA	NA	*	2021	fallen268
3	5	36,13	M	6-5	295	273	NA	NA	0	2347	3.6	138	138	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen269
3	5	37,17	J	21-1	NA	418	NA	NA	1	2363	2.9	NA	16	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen270
3	5	37,17	K	7-1	NA	NA	NA	NA	1	77881	NA	320	NA	NA	*	No encontrado	Nada	NA	NA	*	NA	NA	*	NA	*	2021	fallen271
3	5	37,17	K	7-2	80	NA	NA	NA	1	2371	NA	145	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen272
3	5	39,07	B	4-1	227	227	NA	NA	1	no tag	0.9	130	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen273
3	5	39,07	C	19-1	204	176	290	191	0	No tag	5.7	45	45	*	NA	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen274
3	5	39,07	I	21-1	NA	269	NA	234	0	66360	13.2	NA	288	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	NA	2021	fallen275
3	5	39,07	J	20-1	300	298	401	NA	0	66360	0.9	150	150	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2021	fallen276
3	5	39,07	J	20-2	280	258	295	NA	0	66360	6.9	190	200	NA	*	NA	NA	NA	*	NA	NA	*	NA	*	NA	2021	fallen277
3	5	39,07	J	20-3	229	60	NA	NA	0	66360	0	68	68	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen278
3	5	39,07	L	7-1	504	86	NA	NA	1	1869	0	240	240	NA	*	NA	Solo restos	NA	NA	*	*	NA	NA	NA	*	2021	fallen279
3	5	39,07	L	21–1	NA	755	NA	NA	1	66360	8.9	NA	110	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen280
3	5	39,07	M	21-1	NA	364	NA	NA	0	66360	6.9	NA	130	NA	*	NA	NA	NA	*	NA	*	NA	NA	*	NA	2021	fallen281
3	5	39,07	M	21-2	NA	785	NA	683	1	66360	1.7	NA	144	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen282
3	5	39,07	M	21-3	NA	397	NA	430	0	66360	30.5	NA	80	*	NA	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen283
3	5	39,07	M	21-1	NA	389	NA	NA	0	66360	5.4	NA	118	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen284
3	5	39,07	O	6-1	121	NA	NA	NA	1	no tag	NA	230	NA	*	NA	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen285
3	9	40,21	G	5-1	206	NA	NA	NA	1	64279	NA	292	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	*	NA	2021	fallen286
3	9	41,24	C	8-1	294	257	NA	NA	1	58825	9.2	246	238	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen287
3	9	41,24	I	4-1	738	763	883	893	1	1749	0.9	300	300	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen288
3	8	42,12	A	9-2	603	603	619	607	1	no tag	11.9	76	76	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen289
3	8	42,12	O	6-1	233	NA	NA	NA	1	no tag	NA	90	NA	*	NA	Esta muestra está en N y no en O	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen290
3	8	42,12	P	9-1	259	240	NA	NA	0	no tag	4.3	30	24	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen291
3	9	42,21	B	8-1	318	297	NA	NA	0	1388	4.6	146	144	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen292
3	9	42,21	A	8-1	297	287	NA	NA	0	1388	5	146	144	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen293
3	9	42,21	J	6-1	135	123	NA	NA	1	1339	5.9	NA	248	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen294
3	8	43,10	B	9-1	615	596	NA	NA	1	no tag	2.1	170	170	NA	*	Muestra rajada	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen295
3	8	43,10	I	0-1	233	234	203	195	0	1246	5.4	290	296	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2021	fallen296
3	8	43,10	L	19-1	198	152	NA	NA	0	no tag	7.6	95	100	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen297
3	9	43,15	D	21-1	NA	191	NA	208	0	1277	3.2	NA	74	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2021	fallen298
3	9	43,15	D	21-2	NA	243	NA	268	1	1277	6.8	NA	70	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen299
3	8	44,07	C	20-1	324	327	271	258	1	41007	5.4	140	136	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen300
3	8	44,07	F	20-1	308	310	283	297	1	41007	12.1	114	108	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen301
3	8	44,07	G	9-2	1152	1208	NA	NA	1	No tag	9.2	55	50	NA	*	NA	Se está abriendo	NA	NA	*	*	NA	NA	NA	*	2021	fallen302
3	8	44,07	J	9-1	1014	939	1097	1120	0	No tag	1.5	60	58	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen303
3	8	44,07	N	9-1	340	320	395	396	1	no tag	5.5	56	54	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen304
3	9	44,13	B	9-1	255	257	NA	NA	0	no tag	5.4	105	122	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen305
3	9	44,13	D	6-2	726	167	290	NA	1	1094	17.2	92	92	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen306
3	9	44,13	G	21-1	NA	235	NA	238	1	1086	8.1	NA	344	*	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2021	fallen307
3	9	44,13	J	9-1	554	552	542	529	1	no tag	1.6	160	160	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen308
3	9	44,18	O	19-1	200	188	NA	NA	0	No tag	11.5	118	120	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen309
3	9	44,20	G	19-1	292	297	NA	NA	1	1030	5.5	220	214	NA	*	Buscar en lista el tag porque el árbol es virola y tiene banda. Esta en 43,20 en 44 tenía dendrometro	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen310
3	9	44,20	J	19-1	352	357	385	381	1	1030	4.5	220	220	*	NA	Buscar en lista el tag porque el árbol es virola y tiene banda. Esta en 43,20 en 44 tenía dendrometro	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen311
3	9	44,23	A	9-1	136	104	NA	NA	0	no tag	4.8	100	100	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen312
3	9	44,23	A	9-2	248	247	NA	NA	0	no tag	27.2	130	138	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen313
3	9	44,23	A	6-1	197	90	NA	NA	1	no tag	19.2	55	48	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen314
3	9	44,23	A	6-2	453	403	387	NA	1	no tag	7.2	55	50	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen315
3	9	44,23	C	9-1	478	479	NA	NA	1	no tag	7.7	300	300	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen316
3	9	44,23	F	9-1	522	520	495	504	1	no tag	8.9	298	300	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen317
3	9	44,23	H	5-1	469	468	NA	NA	1	1005	3.4	192	192	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen318
3	9	44,23	H	5-2	207	173	NA	NA	1	1004	1	204	208	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen319
3	9	44,23	I	6-1	421	357	NA	NA	1	1005	3.3	192	200	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen320
3	9	44,23	I	6-2	219	219	NA	NA	1	1004	44379	192	192	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen321
3	9	44,23	K	3-1	442	399	NA	NA	1	983	7.4	130	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen322
3	9	44,23	N	3-1	370	352	NA	NA	1	983	1.8	130	130	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen323
3	8	45,05	D	5-1	216	182	271	277	1	no tag	3.4	30	30	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen324
3	8	45,05	G	5-1	235	NA	NA	NA	1	no tag	NA	272	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen325
3	8	45,05	H	5-1	214	168	NA	NA	1	no tag	7.5	288	286	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen326
3	8	45,05	H	6-1	222	170	245	227	0	870	5.1	180	180	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen327
3	8	45,05	I	6-1	286	288	NA	NA	0	870	18.3	340	340	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen328
3	8	45,05	I	6-2	208	168	254	155	0	870	18.5	320	325	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen329
3	8	45,05	J	6-1	173	165	NA	NA	0	870	10.5	346	346	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen330
3	8	45,05	L	4-1	403	380	NA	NA	0	800	15.5	146	138	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen331
3	8	45,05	L	7-1	349	358	NA	NA	1	796	27.2	120	114	NA	NA	La muestra está sobre la muestra L 4-1	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen332
3	8	46,01	D	6-1	NA	NA	NA	NA	1	832	NA	NA	NA	NA	NA	Nada	Nada	NA	NA	*	*	NA	NA	NA	*	2021	fallen333
